r_fighter,b_fighter,date,referee,winner,r_record,r_losses,r_draws,r_wins,r_winsbydecisionmajority,r_winsbydecisionmajority,r_winsbydecisionunanimous,r_winsbydecisionunanimous,r_winsbydecisionsplit,r_winsbyko,r_winsbysubmission,r_winsbytkodoctorstoppage,b_record,b_losses,b_draws,b_wins,b_winsbydecisionmajority,b_winsbydecisionmajority,b_winsbydecisionunanimous,b_winsbydecisionunanimous,b_winsbydecisionsplit,b_winsbyko,b_winsbysubmission,b_winsbytkodoctorstoppage,r_avgkd,r_avgsigstratt,r_avgsigstrlanded,r_avgtdatt,r_avgtdlanded,r_avgsubatt,r_avgctrltime(seconds),b_avgkd,b_avgsigstratt,b_avgsigstrlanded,b_avgtdatt,b_avgtdlanded,b_avgsubatt,b_avgctrltime(seconds)
Jussier Formiga,Scott Jorgensen,2014-03-23,Wernei Cardoso,Red,1-2-0,2,0,1,0,0,1,1,0,0,0,0,3-4-0,4,0,3,0,0,1,1,0,1,1,0,0.0,24.75,7.75,3.25,1.0,0.0,132.5,0.0,102.23,41.42,4.69,0.84,0.62,201.97
Leonardo Santos,Norman Parke,2014-03-23,Wernei Cardoso,Draw,1-0-0,0,0,1,0,0,0,0,0,0,1,0,3-0-0,0,0,3,0,0,3,3,0,0,0,0,0.0,46.0,22.0,7.0,1.0,1.0,82.0,0.0,179.5,68.0,6.0,2.5,0.0,177.5
Mauricio Rua,Dan Henderson,2014-03-23,Herb Dean,Blue,6-6-0,6,0,6,0,0,0,0,0,6,0,0,6-5-0,5,0,6,0,0,3,3,2,1,0,0,0.58,31.9,17.48,1.39,0.53,0.16,85.8,0.1,46.08,19.86,0.75,0.26,0.07,39.66
Michel Prazeres,Mairbek Taisumov,2014-03-23,Mario Yamasaki,Red,1-1-0,1,0,1,0,0,0,0,1,0,0,0,1-0-0,0,0,1,0,0,1,1,0,0,0,0,0.0,53.0,24.5,13.5,5.0,0.0,399.0,0.0,87.0,33.0,7.0,5.0,0.0,229.0
Ronny Markes,Thiago Santos,2014-03-23,Mario Yamasaki,Blue,3-1-0,1,0,3,0,0,2,2,1,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,58.38,23.0,7.5,2.5,0.5,293.38,0.0,1.0,0.0,1.0,0.0,0.0,4.0
Rony Jason,Steven Siler,2014-03-23,Wernei Cardoso,Red,3-1-0,1,0,3,0,0,1,1,0,1,1,0,5-2-0,2,0,5,0,0,3,3,0,1,1,0,0.0,26.0,12.5,0.38,0.12,0.38,34.88,0.25,65.16,22.95,0.7,0.17,1.89,79.45
Thiago Perpetuo,Kenny Robertson,2014-03-23,Herb Dean,Blue,1-1-0,1,0,1,0,0,0,0,0,1,0,0,1-3-0,3,0,1,0,0,0,0,0,0,1,0,1.0,61.0,43.0,2.5,1.0,0.0,170.0,0.0,73.5,39.88,4.0,0.75,0.5,251.12
Alan Omer,Jim Alers,2014-04-11,Marc Goddard,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Minotauro Nogueira,Roy Nelson,2014-04-11,Leon Roberts,Blue,5-4-0,4,0,5,0,0,2,2,0,1,2,0,6-5-0,5,0,6,0,0,0,0,0,6,0,0,0.34,41.04,16.48,1.56,0.27,0.93,143.78,0.22,78.92,16.83,0.35,0.02,0.02,23.44
Clay Guida,Tatsuya Kawajiri,2014-04-11,Marc Goddard,Red,10-8-0,8,0,10,0,0,2,2,3,1,4,0,1-0-0,0,0,1,0,0,0,0,0,0,1,0,0.0,124.26,22.39,4.91,1.11,0.29,173.01,0.0,36.0,32.0,12.0,3.0,1.0,248.0
Jared Rosholt,Daniel Omielanczuk,2014-04-11,Marc Goddard,Red,1-0-0,0,0,1,0,0,1,1,0,0,0,0,1-0-0,0,0,1,0,0,0,0,0,1,0,0,0.0,105.0,33.0,2.0,1.0,0.0,228.0,1.0,73.0,49.0,5.0,2.0,1.0,262.0
John Howard,Ryan LaFlare,2014-04-11,Leon Roberts,Blue,6-3-0,3,0,6,0,0,1,1,3,2,0,0,3-0-0,0,0,3,0,0,3,3,0,0,0,0,0.01,73.54,37.45,10.62,2.7,0.29,291.7,0.25,168.0,62.0,8.0,4.75,0.75,283.0
Ramsey Nijem,Beneil Dariush,2014-04-11,Neil Hall,Red,4-3-0,3,0,4,0,0,3,3,0,1,0,0,1-0-0,0,0,1,0,0,0,0,0,0,1,0,0.06,70.38,28.08,5.06,3.34,0.56,208.88,1.0,21.0,9.0,0.0,0.0,1.0,43.0
Rani Yahya,Johnny Bedford,2014-04-11,Neil Hall,Draw,4-2-0,2,0,4,0,0,3,3,0,0,1,0,2-1-0,1,0,2,0,0,0,0,0,2,0,0,0.0,35.22,14.53,5.38,2.28,2.5,321.88,0.75,115.5,54.0,2.25,1.25,0.0,199.5
Thales Leites,Trevor Smith,2014-04-11,Neil Hall,Red,7-3-0,3,0,7,0,0,3,3,1,0,3,0,1-1-0,1,0,1,0,0,0,0,1,0,0,0,0.02,57.76,26.63,8.79,3.38,0.84,530.21,0.0,115.0,72.0,6.5,1.0,1.0,146.0
Chad Laprise,Olivier Aubin-Mercier,2014-04-16,Yves Lavigne,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Dustin Poirier,Akira Corassani,2014-04-16,Dan Miragliotta,Red,7-2-0,2,0,7,0,0,3,3,0,1,3,0,3-0-0,0,0,3,0,0,1,1,1,0,0,0,1.0,94.44,47.59,2.96,0.79,0.62,176.71,0.0,45.75,23.75,1.5,0.5,0.0,68.0
George Roop,Dustin Kimura,2014-04-16,Philippe Chartier,Red,4-6-0,6,0,4,0,0,1,1,1,2,0,0,2-1-0,1,0,2,0,0,0,0,0,0,2,0,0.27,77.55,31.6,2.51,0.81,0.12,123.45,0.0,29.5,8.25,0.5,0.0,2.0,16.75
Mark Bocek,Mike de la Torre,2014-04-16,Yves Lavigne,Red,7-5-0,5,0,7,0,0,3,3,0,0,4,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,70.77,35.19,10.01,2.25,0.7,377.86,,,,,,,
Michael Bisping,Tim Kennedy,2014-04-16,Yves Lavigne,Blue,14-5-0,5,0,14,0,0,5,5,1,8,0,0,2-0-0,0,0,2,0,0,1,1,0,1,0,0,0.02,163.35,65.19,2.25,0.62,0.0,61.17,0.5,61.5,33.5,2.0,1.0,0.0,186.5
Mitch Gagnon,Tim Gorman,2014-04-16,Dan Miragliotta,Red,2-1-0,1,0,2,0,0,0,0,0,0,2,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.25,47.5,21.5,2.25,0.75,0.75,78.25,,,,,,,
Nordine Taleb,Vik Grujic,2014-04-16,Dan Miragliotta,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Patrick Cote,Kyle Noke,2014-04-16,Dan Miragliotta,Red,6-8-0,8,0,6,0,0,2,2,1,2,0,0,4-2-0,2,0,4,0,0,0,0,0,2,2,0,0.01,96.46,47.53,3.37,0.06,0.03,125.14,0.53,29.44,16.59,2.31,1.03,0.38,86.59
Richard Walsh,Chris Indich,2014-04-16,Philippe Chartier,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Ryan Jimmo,Sean O'Connell,2014-04-16,Dan Miragliotta,Red,2-2-0,2,0,2,0,0,1,1,0,1,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.5,54.5,38.75,1.25,0.25,0.0,299.88,,,,,,,
Sam Stout,KJ Noons,2014-04-16,Philippe Chartier,Blue,9-8-0,8,0,9,0,0,5,5,3,1,0,0,1-1-0,1,0,1,0,0,1,1,0,0,0,0,0.01,200.04,58.44,2.45,1.25,0.5,100.41,0.0,144.5,49.0,0.0,0.0,0.0,0.0
Sarah Kaufman,Leslie Smith,2014-04-16,Yves Lavigne,Red,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,214.0,87.0,0.0,0.0,0.0,71.0,,,,,,,
Sheldon Westcott,Elias Theodorou,2014-04-16,Philippe Chartier,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Brad Tavares,Yoel Romero,2014-04-19,Jorge Ortiz,Blue,7-1-0,1,0,7,0,0,5,5,1,1,0,0,3-0-0,0,0,3,0,0,0,0,0,3,0,0,0.01,124.3,51.42,5.73,1.41,0.0,151.04,0.5,76.0,45.5,2.5,0.0,0.0,39.5
Caio Magalhaes,Luke Zachrich,2014-04-19,John McCarthy,Red,2-1-0,1,0,2,0,0,1,1,0,0,1,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,63.75,26.75,5.25,0.75,1.25,266.0,,,,,,,
Derrick Lewis,Jack May,2014-04-19,John McCarthy,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Donald Cerrone,Edson Barboza,2014-04-19,Jorge Alonso,Red,9-3-0,3,0,9,0,0,3,3,0,3,3,0,7-1-0,1,0,7,1,1,1,1,1,4,0,0,0.77,57.69,27.22,1.59,1.13,0.25,67.94,0.94,99.16,40.71,0.55,0.03,0.5,33.84
Dustin Ortiz,Ray Borg,2014-04-19,Jorge Alonso,Red,1-1-0,1,0,1,0,0,0,0,0,1,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,93.5,45.0,8.5,3.0,0.0,384.0,,,,,,,
Estevan Payan,Alex White,2014-04-19,Jorge Ortiz,Blue,0-2-0,2,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,79.5,28.5,0.5,0.5,0.5,121.0,,,,,,,
Fabricio Werdum,Travis Browne,2014-04-19,John McCarthy,Red,5-2-0,2,0,5,0,0,1,1,0,3,1,0,7-2-0,2,0,7,0,0,1,1,0,5,1,0,0.25,54.11,37.05,1.31,0.56,0.5,103.33,0.39,21.14,12.25,0.13,0.09,0.04,11.2
Jordan Mein,Hernani Perpetuo,2014-04-19,Herb Dean,Red,1-1-0,1,0,1,0,0,0,0,0,1,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,1.0,55.5,26.5,0.0,0.0,0.0,52.5,,,,,,,
Jorge Masvidal,Pat Healy,2014-04-19,Jorge Alonso,Red,2-1-0,1,0,2,0,0,1,1,0,0,1,0,0-4-0,4,0,0,0,0,0,0,0,0,0,0,0.0,89.0,37.5,3.0,2.0,0.5,201.5,0.0,167.88,48.75,6.0,1.62,0.25,149.0
Miesha Tate,Liz Carmouche,2014-04-19,Herb Dean,Red,0-2-0,2,0,0,0,0,0,0,0,0,0,0,1-2-0,2,0,1,0,0,0,0,0,1,0,0,0.0,46.0,23.5,5.0,2.0,1.5,207.5,0.0,64.75,35.0,1.25,1.25,0.5,140.0
Mirsad Bektic,Chas Skelly,2014-04-19,Jorge Ortiz,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Rafael Dos Anjos,Khabib Nurmagomedov,2014-04-19,John McCarthy,Blue,9-4-0,4,0,9,0,0,6,6,0,1,2,0,5-0-0,0,0,5,0,0,3,3,0,1,1,0,0.54,124.77,46.69,5.35,1.89,0.04,186.49,0.19,90.0,39.25,13.62,7.94,0.56,393.38
Thiago Alves,Seth Baczynski,2014-04-19,Herb Dean,Red,11-6-0,6,0,11,0,0,3,3,0,6,1,1,5-3-0,3,0,5,0,0,1,1,1,1,2,0,0.34,102.49,48.87,2.02,1.25,0.25,107.42,0.07,70.76,23.98,6.02,1.55,0.05,269.66
Chris Beal,Patrick Williams,2014-04-26,Herb Dean,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Danny Castillo,Charlie Brenneman,2014-04-26,Dan Miragliotta,Red,6-3-0,3,0,6,0,0,4,4,1,1,0,0,4-5-0,5,0,4,0,0,4,4,0,0,0,0,0.06,98.96,42.18,8.27,2.67,0.56,300.14,0.0,9.2,4.95,1.97,0.38,0.0,81.66
Jessamyn Duke,Bethe Correia,2014-04-26,Kevin Mulhall,Blue,1-0-0,0,0,1,0,0,1,1,0,0,0,0,1-0-0,0,0,1,0,0,0,0,1,0,0,0,0.0,185.0,123.0,2.0,1.0,3.0,88.0,0.0,118.0,65.0,4.0,1.0,0.0,196.0
Jim Miller,Yancy Medeiros,2014-04-26,Mario Yamasaki,Red,12-4-0,4,0,12,0,0,5,5,0,2,5,0,0-2-0,2,0,0,0,0,0,0,0,0,0,0,0.01,59.14,23.47,1.31,0.98,0.91,84.42,0.5,43.0,14.5,0.0,0.0,0.0,2.0
Jon Jones,Glover Teixeira,2014-04-26,Dan Miragliotta,Red,13-1-0,1,0,13,0,0,4,4,0,4,5,0,5-0-0,0,0,5,0,0,1,1,0,1,2,1,0.16,147.04,89.13,7.44,1.54,0.2,176.48,0.69,50.81,26.25,3.31,1.56,0.38,105.06
Joseph Benavidez,Tim Elliott,2014-04-26,Mario Yamasaki,Red,6-2-0,2,0,6,0,0,3,3,0,3,0,0,2-2-0,2,0,2,0,0,2,2,0,0,0,0,0.52,67.77,20.23,0.79,0.3,0.08,27.64,0.12,165.75,67.38,5.88,3.38,1.5,223.75
Luke Rockhold,Tim Boetsch,2014-04-26,Mario Yamasaki,Red,1-1-0,1,0,1,0,0,0,0,0,1,0,0,8-5-0,5,0,8,0,0,3,3,2,3,0,0,0.5,17.0,9.0,0.5,0.0,0.0,8.0,0.16,65.79,35.11,3.06,0.62,2.32,136.58
Max Holloway,Andre Fili,2014-04-26,Kevin Mulhall,Red,4-3-0,3,0,4,0,0,1,1,1,2,0,0,1-0-0,0,0,1,0,0,0,0,0,1,0,0,1.11,142.23,62.55,0.12,0.0,0.0,10.64,0.0,105.0,55.0,1.0,1.0,0.0,40.0
Phil Davis,Anthony Johnson,2014-04-26,Herb Dean,Blue,8-2-0,2,0,8,0,0,5,5,0,0,3,0,7-4-0,4,0,7,0,0,1,1,0,6,0,0,0.0,127.79,36.98,6.5,1.79,0.27,109.83,0.43,24.35,10.67,4.74,1.54,0.25,203.19
Takanori Gomi,Isaac Vallie-Flagg,2014-04-26,Herb Dean,Red,3-4-0,4,0,3,0,0,0,0,1,2,0,0,1-1-0,1,0,1,0,0,0,0,1,0,0,0,0.27,144.39,61.08,0.58,0.25,0.0,73.5,0.0,140.5,48.5,0.5,0.0,0.0,67.0
Anthony Lapsley,Albert Tumenov,2014-05-10,Keith Peterson,Blue,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,19.0,8.0,0.0,0.0,0.0,317.0,0.0,71.0,32.0,1.0,1.0,0.0,135.0
Chris Cariaso,Louis Smolka,2014-05-10,Herb Dean,Red,6-3-0,3,0,6,0,0,4,4,1,1,0,0,1-0-0,0,0,1,0,0,1,1,0,0,0,0,0.0,157.53,59.29,0.76,0.3,0.13,35.97,0.0,245.0,92.0,1.0,0.0,1.0,101.0
Costas Philippou,Lorenz Larkin,2014-05-10,Keith Peterson,Red,5-3-0,3,0,5,0,0,2,2,1,2,0,0,1-2-0,2,0,1,0,0,1,1,0,0,0,0,0.05,41.55,12.53,0.16,0.03,0.02,24.96,0.0,107.25,39.0,0.0,0.0,0.0,38.75
Ed Herman,Rafael Natal,2014-05-10,Jerry Krysz,Red,8-7-0,7,0,8,0,0,1,1,1,2,4,0,5-4-0,4,0,5,0,0,4,4,0,0,1,0,0.02,61.96,30.32,1.72,0.81,0.47,125.66,0.56,54.29,27.21,2.11,0.56,0.53,189.51
Eddie Wineland,Johnny Eduardo,2014-05-10,Herb Dean,Blue,3-3-0,3,0,3,0,0,0,0,1,2,0,0,1-1-0,1,0,1,0,0,1,1,0,0,0,0,0.69,135.19,45.91,0.94,0.09,0.0,47.59,0.0,119.5,39.5,0.0,0.0,0.5,2.0
Erik Koch,Daron Cruickshank,2014-05-10,Gary Copeland,Blue,3-2-0,2,0,3,0,0,1,1,0,2,0,0,4-2-0,2,0,4,0,0,1,1,1,2,0,0,0.56,45.5,22.0,0.0,0.0,1.25,69.0,1.03,92.41,35.84,1.28,0.62,0.5,58.66
Justin Salas,Ben Wall,2014-05-10,Gary Copeland,Red,2-2-0,2,0,2,0,0,1,1,1,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.0,58.38,22.38,4.62,1.25,0.0,47.75,0.0,3.0,1.0,1.0,0.0,0.0,0.0
Kyoji Horiguchi,Darrell Montague,2014-05-10,Gary Copeland,Red,1-0-0,0,0,1,0,0,0,0,0,1,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,1.0,50.0,30.0,3.0,1.0,0.0,233.0,0.0,37.0,10.0,1.0,0.0,0.0,0.0
Manvel Gamburyan,Nik Lentz,2014-05-10,Jerry Krysz,Blue,4-6-0,6,0,4,0,0,2,2,0,0,2,0,8-5-0,5,0,8,0,0,5,5,1,1,1,0,0.0,60.18,21.89,6.3,3.71,0.02,261.45,0.25,98.56,41.39,8.99,2.6,0.07,222.75
Matt Brown,Erick Silva,2014-05-10,Herb Dean,Red,11-5-0,5,0,11,0,0,2,2,0,8,1,0,4-3-0,3,0,4,0,0,0,0,0,2,2,0,0.64,44.6,23.62,1.04,0.32,0.55,38.33,0.02,26.92,17.69,0.19,0.12,0.31,20.48
Neil Magny,Tim Means,2014-05-10,Jerry Krysz,Red,2-2-0,2,0,2,0,0,2,2,0,0,0,0,2-2-0,2,0,2,0,0,1,1,0,1,0,0,0.0,143.88,52.25,4.88,1.5,0.0,157.88,0.25,106.25,43.38,0.25,0.0,0.0,34.75
Soa Palelei,Ruan Potts,2014-05-10,Keith Peterson,Red,2-1-0,1,0,2,0,0,0,0,0,2,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.75,18.5,1.75,1.75,0.0,243.75,,,,,,,
Yan Cabral,Zak Cummings,2014-05-10,Keith Peterson,Blue,1-0-0,0,0,1,0,0,1,1,0,0,0,0,1-0-0,0,0,1,0,0,0,0,0,0,1,0,1.0,34.0,18.0,6.0,4.0,1.0,729.0,0.0,11.0,5.0,3.0,2.0,1.0,180.0
Al Iaquinta,Mitch Clarke,2014-05-24,Jason Herzog,Blue,3-1-0,1,0,3,0,0,3,3,0,0,0,0,1-2-0,2,0,1,0,0,1,1,0,0,0,0,0.5,134.38,56.75,3.0,1.0,0.5,104.12,0.0,91.25,26.25,3.25,0.75,0.25,144.0
Anthony Njokuani,Vinc Pichel,2014-05-24,Mark Smith,Blue,3-3-0,3,0,3,0,0,2,2,0,1,0,0,1-1-0,1,0,1,0,0,1,1,0,0,0,0,0.5,82.34,38.75,0.75,0.09,0.06,5.12,0.0,42.5,22.0,6.0,4.0,0.5,327.5
Chris Holdsworth,Chico Camus,2014-05-24,Mark Smith,Red,1-0-0,0,0,1,0,0,0,0,0,0,1,0,2-2-0,2,0,2,0,0,2,2,0,0,0,0,0.0,50.0,15.0,2.0,1.0,1.0,231.0,0.0,45.5,19.88,2.38,1.38,0.88,437.25
Daniel Cormier,Dan Henderson,2014-05-24,Yves Lavigne,Red,3-0-0,0,0,3,0,0,2,2,0,1,0,0,7-5-0,5,0,7,0,0,3,3,2,2,0,0,0.5,79.5,42.25,1.5,0.75,0.0,176.0,0.55,53.04,21.43,1.38,0.13,0.03,23.83
David Michaud,Li Jingliang,2014-05-24,Mark Smith,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Jamie Varner,James Krause,2014-05-24,Jason Herzog,Blue,3-4-0,4,0,3,0,0,0,0,1,1,1,0,1-1-0,1,0,1,0,0,0,0,0,0,1,0,0.09,93.14,37.39,2.56,1.47,0.97,149.88,0.0,126.0,59.0,1.0,0.5,0.5,61.0
Michael Chiesa,Francisco Trinaldo,2014-05-24,Herb Dean,Red,3-1-0,1,0,3,0,0,0,0,0,0,3,0,4-2-0,2,0,4,0,0,0,0,1,1,2,0,0.25,30.88,11.25,3.25,1.25,1.38,105.12,0.28,90.78,36.44,3.44,1.0,0.25,116.47
Renan Barao,TJ Dillashaw,2014-05-24,Herb Dean,Blue,7-0-0,0,0,7,0,0,3,3,0,2,2,0,5-2-0,2,0,5,0,0,2,2,0,2,1,0,0.77,78.62,29.86,1.62,0.59,0.14,50.33,0.19,152.92,71.7,4.27,1.86,0.86,222.69
Robbie Lawler,Jake Ellenberger,2014-05-24,Herb Dean,Red,7-4-0,4,0,7,0,0,2,2,1,4,0,0,8-3-0,3,0,8,0,0,2,2,1,4,0,1,0.39,200.01,90.8,0.2,0.19,0.0,49.48,0.37,72.8,19.42,2.3,0.85,0.0,61.33
Sam Sicilia,Aaron Phillips,2014-05-24,Jason Herzog,Red,2-3-0,3,0,2,0,0,0,0,0,2,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,55.94,17.5,2.19,0.44,0.12,37.0,,,,,,,
Takeya Mizugaki,Francisco Rivera,2014-05-24,Yves Lavigne,Red,6-2-0,2,0,6,0,0,2,2,3,1,0,0,3-2-0,2,0,3,0,0,1,1,0,2,0,0,0.03,255.3,100.48,5.8,2.36,0.25,164.25,0.94,91.31,38.38,1.06,0.5,0.19,48.69
Tony Ferguson,Katsunori Kikuno,2014-05-24,Yves Lavigne,Red,4-1-0,1,0,4,0,0,1,1,0,1,1,1,1-0-0,0,0,1,0,0,1,1,0,0,0,0,0.06,88.0,24.62,0.56,0.25,0.62,14.5,0.0,48.0,23.0,4.0,3.0,0.0,501.0
Andy Ogle,Maximo Blanco,2014-05-31,Wolf Menninger,Blue,1-3-0,3,0,1,0,0,1,1,0,0,0,0,1-3-0,3,0,1,0,0,1,1,0,0,0,0,0.12,55.62,26.12,4.12,1.38,0.0,392.88,0.0,83.62,32.0,4.12,2.0,0.12,137.25
Demian Maia,Alexander Yakovlev,2014-05-31,Herb Dean,Red,12-6-0,6,0,12,0,0,5,5,0,1,6,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,85.12,34.58,15.54,2.89,0.45,342.74,,,,,,,
Kevin Souza,Mark Eddiva,2014-05-31,Herb Dean,Red,1-0-0,0,0,1,0,0,0,0,1,0,0,0,1-0-0,0,0,1,0,0,1,1,0,0,0,0,0.0,136.0,52.0,0.0,0.0,0.0,0.0,0.0,88.0,49.0,10.0,4.0,0.0,620.0
Elias Silverio,Ernest Chavez,2014-05-31,Osiris Maia,Red,2-0-0,0,0,2,0,0,2,2,0,0,0,0,1-0-0,0,0,1,0,0,0,0,1,0,0,0,0.5,108.5,65.0,3.0,2.5,0.0,479.5,0.0,62.0,28.0,2.0,2.0,0.0,271.0
Francis Carmont,CB Dollaway,2014-05-31,Leon Roberts,Blue,6-1-0,1,0,6,0,0,3,3,1,0,2,0,8-5-0,5,0,8,0,0,3,3,1,2,2,0,0.02,68.0,21.73,3.41,1.58,0.14,254.53,0.5,61.57,30.61,3.47,1.39,0.12,136.6
Luke Barnatt,Sean Strickland,2014-05-31,Grant Waterman,Blue,3-0-0,0,0,3,0,0,1,1,0,1,1,0,1-0-0,0,0,1,0,0,0,0,0,0,1,0,0.5,143.5,60.5,0.75,0.5,0.5,22.5,0.0,35.0,20.0,2.0,1.0,1.0,155.0
Magnus Cedenblad,Krzysztof Jotko,2014-05-31,Wolf Menninger,Red,1-1-0,1,0,1,0,0,0,0,0,0,1,0,1-0-0,0,0,1,0,0,1,1,0,0,0,0,0.0,13.5,7.5,0.0,0.0,1.0,70.5,0.0,46.0,17.0,4.0,1.0,0.0,238.0
Marcio Alexandre Junior,Warlley Alves,2014-05-31,Mario Yamasaki,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Marcos Rogerio de Lima,Richardson Moreira,2014-05-31,Wernei Cardoso,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Mark Munoz,Gegard Mousasi,2014-05-31,Marc Goddard,Blue,8-4-0,4,0,8,0,0,3,3,1,4,0,0,1-1-0,1,0,1,0,0,1,1,0,0,0,0,0.02,36.74,21.88,3.4,1.67,0.53,177.5,0.0,128.0,58.0,1.5,0.0,0.0,54.0
Nick Hein,Drew Dober,2014-05-31,Marc Goddard,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,0.0,226.0,61.0,11.0,0.0,0.0,184.0
Paulo Thiago,Gasan Umalatov,2014-05-31,Wernei Cardoso,Blue,5-6-0,6,0,5,0,0,3,3,0,1,1,0,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0.01,34.64,15.62,2.31,1.21,0.11,66.35,0.0,76.0,34.0,8.0,2.0,0.0,136.0
Pedro Munhoz,Matt Hobar,2014-05-31,Mario Yamasaki,Red,0-1-0,1,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,100.0,33.0,1.0,0.0,1.0,0.0,,,,,,,
Peter Sobotta,Pawel Pawlak,2014-05-31,Leon Roberts,Red,0-3-0,3,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,87.0,25.25,5.75,0.75,0.5,255.75,,,,,,,
Ricardo Abreu,Wagner Silva,2014-05-31,Osiris Maia,Red,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Rodrigo Damm,Rashid Magomedov,2014-05-31,Herb Dean,Blue,3-1-0,1,0,3,0,0,1,1,1,0,1,0,1-0-0,0,0,1,0,0,1,1,0,0,0,0,0.0,147.88,60.62,2.25,1.0,0.62,36.88,0.0,73.0,46.0,0.0,0.0,1.0,128.0
Rony Jason,Robert Peralta,2014-05-31,Mario Yamasaki,Blue,4-1-0,1,0,4,0,0,1,1,0,2,1,0,3-2-0,2,0,3,0,0,1,1,0,2,0,0,0.5,17.0,7.75,0.19,0.06,0.19,17.94,0.75,86.88,42.06,1.56,1.06,0.0,129.5
Stipe Miocic,Fabio Maldonado,2014-05-31,Mario Yamasaki,Red,5-1-0,1,0,5,0,0,3,3,0,2,0,0,4-3-0,3,0,4,0,0,2,2,1,1,0,0,0.03,158.59,68.38,3.22,1.12,0.0,116.78,0.02,180.08,106.55,0.33,0.16,0.31,54.34
Tom Niinimaki,Niklas Backstrom,2014-05-31,Leon Roberts,Blue,1-0-0,0,0,1,0,0,0,0,1,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0.0,27.0,17.0,6.0,4.0,0.0,546.0,,,,,,,
Vaughan Lee,Iuri Alcantara,2014-05-31,Grant Waterman,Blue,3-3-0,3,0,3,0,0,2,2,0,0,1,0,4-3-0,3,0,4,0,0,2,2,1,1,0,0,0.03,172.12,78.84,1.06,0.12,0.12,20.53,0.5,54.83,28.5,1.94,1.41,0.38,166.73
Viktor Pesta,Ruslan Magomedov,2014-05-31,Marc Goddard,Blue,0-0-0,0,0,0,0,0,0,0,0,0,0,0,0-0-0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
