b_fighter,gender,weightclass,b_age,b_stance,b_heightcms,b_reachcms,b_weightlbs,b_record,b_losses,b_draws,b_wins,b_winbydecisionmajority,b_winbydecisionunanimous,b_winsbydecisionmajority,b_winsbydecisionsplit,b_winsbydecisionunanimous,b_winsbyko,b_winsbysubmission,b_winsbytkodoctorstoppage,b_matchwcrank,b_pfprank
Jake Collier,MALE,Middleweight,27.0,Orthodox,190.5,198.12,205.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Sam Sicilia,MALE,Featherweight,29.0,Orthodox,172.72,170.18,145.0,5.0-4.0-0.0,4.0,0.0,5.0,0.0,2.0,0.0,,2.0,3.0,0.0,0.0,,
Marco Beltran,MALE,Bantamweight,29.0,Orthodox,172.72,175.26,125.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Cortney Casey,FEMALE,Women's Strawweight,28.0,Orthodox,170.18,170.18,115.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Leo Kuntz,MALE,Lightweight,32.0,Orthodox,177.8,187.96,155.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Fredy Serrano,MALE,Flyweight,36.0,Orthodox,160.02,165.1,125.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Alberto Mina,MALE,Welterweight,33.0,Orthodox,182.88,195.58,170.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Mike de la Torre,MALE,Featherweight,29.0,Orthodox,180.34,180.34,145.0,1.0-3.0-0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Johnny Eduardo,MALE,Bantamweight,37.0,Orthodox,170.18,180.34,135.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,10.0,
Nathan Coy,MALE,Welterweight,37.0,Southpaw,177.8,175.26,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Thiago Santos,MALE,Middleweight,31.0,Orthodox,187.96,193.04,205.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,,
Michael Chiesa,MALE,Lightweight,28.0,Southpaw,185.42,190.5,170.0,5.0-2.0-0.0,2.0,0.0,5.0,0.0,2.0,0.0,,2.0,0.0,3.0,0.0,,
Emily Peters Kagan,FEMALE,Women's Strawweight,34.0,Orthodox,160.02,167.64,115.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Sergio Moraes,MALE,Welterweight,33.0,Orthodox,182.88,182.88,170.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,1.0,0.0,,1.0,0.0,2.0,0.0,,
Paige VanZant,FEMALE,Women's Strawweight,21.0,Orthodox,162.56,165.1,115.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,7.0,
Cody Pfister,MALE,Lightweight,25.0,Orthodox,177.8,185.42,155.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Andreas Stahl,MALE,Welterweight,27.0,Orthodox,180.34,185.42,170.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
John Howard,MALE,Welterweight,32.0,Orthodox,170.18,180.34,170.0,7.0-6.0-0.0,6.0,0.0,7.0,0.0,1.0,0.0,,1.0,2.0,0.0,0.0,,
Phillipe Nover,MALE,Featherweight,31.0,Orthodox,175.26,182.88,145.0,1.0-3.0-0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Ryan Hall,MALE,Lightweight,30.0,Southpaw,177.8,180.34,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Abner Lloveras,MALE,Lightweight,33.0,Orthodox,180.34,180.34,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Tony Ferguson,MALE,Lightweight,31.0,Orthodox,180.34,193.04,155.0,9.0-1.0-0.0,1.0,0.0,9.0,0.0,2.0,0.0,,2.0,2.0,3.0,1.0,7.0,
Chad Mendes,MALE,Featherweight,30.0,Orthodox,167.64,167.64,145.0,8.0-3.0-0.0,3.0,0.0,8.0,0.0,3.0,0.0,,3.0,5.0,0.0,0.0,3.0,
Konstantin Erokhin,MALE,Heavyweight,32.0,Orthodox,180.34,185.42,230.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Geane Herrera,MALE,Flyweight,25.0,Orthodox,165.1,167.64,125.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Evan Dunham,MALE,Lightweight,33.0,Southpaw,177.8,177.8,155.0,9.0-6.0-0.0,6.0,0.0,9.0,0.0,3.0,0.0,,3.0,1.0,1.0,1.0,,
Marcin Wrzosek,MALE,Lightweight,28.0,Orthodox,175.26,178.0,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Mike Pierce,MALE,Welterweight,35.0,Orthodox,172.72,177.8,170.0,9.0-4.0-0.0,4.0,0.0,9.0,0.0,4.0,0.0,,4.0,3.0,1.0,0.0,,
Jason Knight,MALE,Featherweight,23.0,Orthodox,177.8,180.34,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Luke Rockhold,MALE,Middleweight,31.0,Southpaw,190.5,195.58,185.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,0.0,0.0,,0.0,1.0,3.0,0.0,1.0,
Marcio Alexandre Junior,MALE,Welterweight,26.0,Southpaw,182.88,190.5,185.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Gunnar Nelson,MALE,Welterweight,27.0,Switch,180.34,182.88,170.0,5.0-1.0-0.0,1.0,0.0,5.0,0.0,1.0,0.0,,1.0,0.0,4.0,0.0,12.0,
Yoel Romero,MALE,Middleweight,38.0,Southpaw,182.88,185.42,185.0,6.0-0.0-0.0,0.0,0.0,6.0,0.0,1.0,0.0,,1.0,5.0,0.0,0.0,3.0,
Magomed Mustafaev,MALE,Lightweight,27.0,Orthodox,172.72,180.34,155.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,
Yancy Medeiros,MALE,Lightweight,28.0,Orthodox,177.8,190.5,155.0,2.0-4.0-0.0,4.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,,
Conor McGregor,MALE,Featherweight,27.0,Southpaw,175.26,187.96,155.0,6.0-0.0-0.0,0.0,0.0,6.0,0.0,1.0,0.0,,1.0,5.0,0.0,0.0,1.0,12.0
Kevin Lee,MALE,Lightweight,23.0,Orthodox,175.26,195.58,170.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,2.0,0.0,,2.0,0.0,1.0,0.0,,
Jeremy Stephens,MALE,Featherweight,29.0,Orthodox,172.72,180.34,145.0,11.0-10.0-0.0,10.0,0.0,11.0,0.0,4.0,0.0,,4.0,5.0,0.0,1.0,8.0,
Jocelyn Jones-Lybarger,FEMALE,Women's Strawweight,30.0,Orthodox,170.18,162.56,115.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Frankie Saenz,MALE,Bantamweight,35.0,Orthodox,167.64,167.64,135.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,13.0,
Colby Covington,MALE,Welterweight,27.0,Orthodox,180.34,182.88,170.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,
Nate Marquardt,MALE,Middleweight,36.0,Orthodox,182.88,187.96,185.0,11.0-8.0-0.0,8.0,0.0,11.0,0.0,4.0,0.0,,4.0,4.0,3.0,0.0,,
Myles Jury,MALE,Featherweight,27.0,Orthodox,177.8,185.42,145.0,6.0-1.0-0.0,1.0,0.0,6.0,0.0,2.0,0.0,,2.0,2.0,1.0,0.0,,
Luis Henrique,MALE,Heavyweight,22.0,Orthodox,187.96,187.96,243.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Vincente Luque,MALE,Welterweight,24.0,Orthodox,180.34,190.5,170.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Tamdan McCrory,MALE,Middleweight,29.0,Switch,193.04,198.12,185.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,
Alistair Overeem,MALE,Heavyweight,35.0,Orthodox,193.04,203.2,265.0,4.0-3.0-0.0,3.0,0.0,4.0,0.0,2.0,0.0,,2.0,2.0,0.0,0.0,9.0,
Leon Edwards,MALE,Welterweight,24.0,Southpaw,182.88,187.96,170.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Nate Diaz,MALE,Lightweight,30.0,Southpaw,182.88,193.04,170.0,12.0-8.0-0.0,8.0,0.0,12.0,0.0,1.0,0.0,,1.0,2.0,8.0,0.0,15.0,
Danny Castillo,MALE,Lightweight,36.0,Orthodox,175.26,180.34,155.0,7.0-6.0-0.0,6.0,0.0,7.0,0.0,4.0,0.0,,4.0,2.0,0.0,0.0,,
Donald Cerrone,MALE,Lightweight,32.0,Orthodox,185.42,185.42,155.0,15.0-3.0-0.0,3.0,0.0,15.0,0.0,6.0,0.0,,6.0,5.0,4.0,0.0,2.0,
Karolina Kowalkiewicz,FEMALE,Women's Strawweight,30.0,Orthodox,160.02,162.56,115.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Valentina Shevchenko,FEMALE,Women's Bantamweight,27.0,Southpaw,165.1,167.64,125.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Tony Sims,MALE,Lightweight,30.0,Southpaw,180.34,177.8,155.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Brian Ortega,MALE,Featherweight,24.0,Switch,172.72,175.26,145.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Joe Duffy,MALE,Lightweight,27.0,Orthodox,177.8,185.42,155.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
Michinori Tanaka,MALE,Bantamweight,25.0,Orthodox,165.1,170.18,135.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Nina Ansaroff,FEMALE,Women's Strawweight,30.0,Orthodox,165.1,162.56,115.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Alex Morono,MALE,Welterweight,25.0,Orthodox,180.34,182.88,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Albert Tumenov,MALE,Welterweight,24.0,Orthodox,180.34,185.42,170.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,1.0,0.0,,1.0,3.0,0.0,0.0,,
Masanori Kanehara,MALE,Bantamweight,33.0,Orthodox,170.18,170.18,135.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Carlos Condit,MALE,Welterweight,31.0,Orthodox,187.96,190.5,170.0,7.0-4.0-0.0,4.0,0.0,7.0,0.0,1.0,0.0,,1.0,4.0,0.0,1.0,4.0,
Drew Dober,MALE,Lightweight,27.0,Southpaw,172.72,177.8,155.0,1.0-4.0-0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Edgar Garcia,MALE,Welterweight,31.0,Orthodox,177.8,180.34,170.0,0.0-3.0-0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Andrei Arlovski,MALE,Heavyweight,36.0,Orthodox,190.5,195.58,240.0,14.0-4.0-0.0,4.0,0.0,14.0,0.0,2.0,0.0,,2.0,9.0,2.0,0.0,2.0,
Eddie Alvarez,MALE,Lightweight,32.0,Orthodox,175.26,175.26,155.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,
Kyle Bochniak,MALE,Featherweight,28.0,Orthodox,170.18,177.8,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Mehdi Baghdad,MALE,Lightweight,30.0,Orthodox,185.42,190.5,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Elvis Mutapcic,MALE,Light Heavyweight,29.0,Orthodox,182.88,182.88,185.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Sean O'Connell,MALE,Light Heavyweight,32.0,Orthodox,185.42,187.96,205.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
Luke Sanders,MALE,Featherweight,30.0,Southpaw,167.64,170.18,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Ben Saunders,MALE,Welterweight,32.0,Orthodox,187.96,195.58,170.0,7.0-3.0-0.0,3.0,0.0,7.0,0.0,1.0,0.0,,1.0,2.0,3.0,0.0,,
Daron Cruickshank,MALE,Lightweight,30.0,Switch,172.72,182.88,155.0,6.0-6.0-0.0,6.0,0.0,6.0,0.0,2.0,0.0,,2.0,3.0,0.0,0.0,,
Joey Gomez,MALE,Bantamweight,26.0,Orthodox,177.8,180.34,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Francisco Trinaldo,MALE,Lightweight,37.0,Southpaw,175.26,177.8,155.0,8.0-3.0-0.0,3.0,0.0,8.0,0.0,3.0,0.0,,3.0,2.0,2.0,0.0,,
Dominick Cruz,MALE,Bantamweight,30.0,Orthodox,172.72,172.72,135.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,2.0,0.0,,2.0,1.0,0.0,0.0,1.0,
Ed Herman,MALE,Light Heavyweight,35.0,Orthodox,185.42,195.58,205.0,9.0-8.0-0.0,8.0,0.0,9.0,0.0,2.0,0.0,,2.0,2.0,4.0,0.0,,
Matt Mitrione,MALE,Heavyweight,37.0,Switch,190.5,200.66,265.0,9.0-4.0-0.0,4.0,0.0,9.0,0.0,1.0,0.0,,1.0,8.0,0.0,0.0,14.0,
Masio Fullen,MALE,Featherweight,29.0,Orthodox,177.8,177.8,145.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Ryan Bader,MALE,Light Heavyweight,32.0,Orthodox,187.96,187.96,205.0,13.0-4.0-0.0,4.0,0.0,13.0,0.0,8.0,0.0,,8.0,3.0,1.0,0.0,4.0,
Wilson Reis,MALE,Flyweight,31.0,Southpaw,162.56,165.1,125.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,1.0,0.0,12.0,
Alexander Yakovlev,MALE,Welterweight,31.0,Southpaw,190.5,187.96,155.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Jimmie Rivera,MALE,Bantamweight,26.0,Orthodox,162.56,172.72,135.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Ben Rothwell,MALE,Heavyweight,34.0,Orthodox,193.04,198.12,265.0,5.0-3.0-0.0,3.0,0.0,5.0,0.0,1.0,0.0,,1.0,3.0,1.0,0.0,7.0,
Randy Brown,MALE,Welterweight,25.0,Orthodox,190.5,198.12,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Diego Ferreira,MALE,Lightweight,31.0,Orthodox,175.26,187.96,155.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
Kevin Casey,MALE,Middleweight,34.0,Southpaw,180.34,195.58,185.0,1.0-3.0-0.0,3.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Felipe Olivieri,MALE,Lightweight,30.0,Orthodox,175.26,182.88,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Bryan Barberena,MALE,Welterweight,26.0,Southpaw,182.88,182.88,170.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Jake Ellenberger,MALE,Welterweight,30.0,Orthodox,175.26,180.34,170.0,9.0-6.0-0.0,6.0,0.0,9.0,0.0,2.0,0.0,,2.0,4.0,1.0,1.0,,
Alex White,MALE,Featherweight,27.0,Southpaw,182.88,180.34,155.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Damian Grabowski,MALE,Heavyweight,35.0,Orthodox,185.42,190.5,241.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Stephen Thompson,MALE,Welterweight,32.0,Orthodox,182.88,190.5,170.0,6.0-1.0-0.0,1.0,0.0,6.0,0.0,2.0,0.0,,2.0,4.0,0.0,0.0,8.0,
Zach Makovsky,MALE,Flyweight,32.0,Southpaw,162.56,162.56,125.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,3.0,0.0,,3.0,0.0,0.0,0.0,8.0,
KJ Noons,MALE,Lightweight,33.0,Orthodox,177.8,182.88,155.0,2.0-3.0-0.0,3.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Mike Jackson,MALE,Welterweight,30.0,Orthodox,187.96,188.0,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Sean Spencer,MALE,Welterweight,28.0,Southpaw,177.8,190.5,170.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Alex Nicholson,MALE,Light Heavyweight,25.0,Orthodox,193.04,205.74,185.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Diego Rivas,MALE,Featherweight,24.0,Orthodox,172.72,175.26,145.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Rafael Feijao,MALE,Light Heavyweight,35.0,Orthodox,185.42,185.42,205.0,1.0-3.0-0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,13.0,
Justin Scoggins,MALE,Flyweight,23.0,Southpaw,170.18,167.64,125.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,2.0,0.0,,2.0,1.0,0.0,0.0,,
Jared Rosholt,MALE,Heavyweight,29.0,Orthodox,187.96,190.5,265.0,6.0-1.0-0.0,1.0,0.0,6.0,0.0,5.0,0.0,,5.0,1.0,0.0,0.0,12.0,
Sean Strickland,MALE,Welterweight,24.0,Orthodox,185.42,193.04,170.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Shamil Abdurakhimov,MALE,Heavyweight,34.0,Orthodox,190.5,193.04,235.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Leonardo Guimaraes,MALE,Middleweight,33.0,Orthodox,182.88,185.42,185.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Joe Riggs,MALE,Middleweight,33.0,Southpaw,182.88,177.8,185.0,5.0-6.0-0.0,6.0,0.0,5.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,,
Augusto Mendes,MALE,Catch Weight,32.0,Orthodox,167.64,165.1,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Oluwale Bamgbose,MALE,Middleweight,28.0,Switch,180.34,198.12,185.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Tatsuya Kawajiri,MALE,Featherweight,37.0,Orthodox,170.18,175.26,145.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,1.0,0.0,12.0,
Roan Carneiro,MALE,Middleweight,37.0,Orthodox,180.34,187.96,170.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,15.0,
Alex Oliveira,MALE,Welterweight,28.0,Orthodox,180.34,193.04,170.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,
Shane Campbell,MALE,Lightweight,29.0,Orthodox,182.88,180.34,155.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Nathan Coy,MALE,Welterweight,37.0,Southpaw,177.8,175.26,170.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Kelly Faszholz,FEMALE,Women's Bantamweight,30.0,Orthodox,172.72,170.18,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Ashlee Evans-Smith,FEMALE,Women's Bantamweight,28.0,Orthodox,172.72,170.18,125.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Michael Bisping,MALE,Middleweight,36.0,Orthodox,185.42,190.5,185.0,17.0-7.0-0.0,7.0,0.0,17.0,0.0,6.0,0.0,,6.0,9.0,0.0,0.0,7.0,
Yaotzin Meza,MALE,Featherweight,35.0,Orthodox,175.26,187.96,145.0,2.0-4.0-0.0,4.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Krzysztof Jotko,MALE,Middleweight,26.0,Southpaw,185.42,195.58,185.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Jarjis Danho,MALE,Heavyweight,32.0,Orthodox,190.5,187.96,265.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Marlon Vera,MALE,Bantamweight,23.0,Switch,172.72,177.8,135.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Martin Svensson,MALE,Lightweight,30.0,Southpaw,185.42,182.88,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Brad Pickett,MALE,Bantamweight,37.0,Orthodox,167.64,172.72,135.0,4.0-6.0-0.0,6.0,0.0,4.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,
Thales Leites,MALE,Middleweight,34.0,Orthodox,185.42,198.12,185.0,10.0-4.0-0.0,4.0,0.0,10.0,0.0,3.0,0.0,,3.0,2.0,4.0,0.0,10.0,
Makwan Amirkhani,MALE,Featherweight,27.0,Southpaw,177.8,182.88,145.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
Rustam Khabilov,MALE,Lightweight,29.0,Orthodox,172.72,185.42,155.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,0.0,1.0,,
Chris Dempsey,MALE,Middleweight,28.0,Orthodox,177.8,182.88,185.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Thibault Gouti,MALE,Lightweight,28.0,Orthodox,177.8,182.88,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Keita Nakamura,MALE,Welterweight,31.0,Southpaw,180.34,185.42,170.0,1.0-3.0-0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Valentina Shevchenko,FEMALE,Women's Bantamweight,27.0,Southpaw,165.1,167.64,125.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,
Siyar Bahadurzada,MALE,Welterweight,31.0,Orthodox,180.34,185.42,170.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Nate Diaz,MALE,Welterweight,30.0,Southpaw,182.88,193.04,170.0,13.0-8.0-0.0,8.0,0.0,13.0,0.0,2.0,0.0,,2.0,2.0,8.0,0.0,,
Tom Lawlor,MALE,Light Heavyweight,32.0,Southpaw,182.88,187.96,205.0,6.0-4.0-0.0,4.0,0.0,6.0,0.0,2.0,0.0,,2.0,2.0,2.0,0.0,,
Chas Skelly,MALE,Featherweight,30.0,Orthodox,180.34,182.88,145.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,1.0,0.0,,1.0,1.0,2.0,0.0,,
Jim Miller,MALE,Lightweight,32.0,Southpaw,172.72,180.34,155.0,14.0-7.0-0.0,7.0,0.0,14.0,0.0,5.0,0.0,,5.0,2.0,6.0,0.0,,
Nordine Taleb,MALE,Welterweight,34.0,Orthodox,185.42,187.96,170.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Ilir Latifi,MALE,Light Heavyweight,32.0,Orthodox,177.8,185.42,205.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,0.0,0.0,,0.0,3.0,1.0,0.0,,
Miesha Tate,FEMALE,Women's Bantamweight,29.0,Orthodox,167.64,165.1,135.0,4.0-2.0-0.0,2.0,0.0,4.0,1.0,3.0,1.0,,3.0,0.0,0.0,0.0,2.0,
Justin Salas,MALE,Lightweight,33.0,Southpaw,172.72,177.8,155.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,
Teruto Ishihara,MALE,Featherweight,24.0,Southpaw,170.18,175.26,135.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Marcelo Guimaraes,MALE,Middleweight,32.0,Orthodox,182.88,185.42,185.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Damien Brown,MALE,Lightweight,31.0,Orthodox,177.8,172.72,155.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
