r_name,b_name,event,date,month,year,gender,city,state,country,referee,winner,finish,finishdetails,finishround,titlebout,weightclass,numberofrounds,emptyarena,heightdif,agedif,reachdif,r_odds,r_age,r_age_range,r_stance,b_odds,b_age,r_age_range,b_stance,r_avgkd,r_avgsigstratt,r_avgsigstrlanded,r_avgtdatt,r_avgtdlanded,r_avgsubatt,r_avgctrltime(seconds),b_avgkd,b_avgsigstratt,b_avgsigstrlanded,b_avgtdatt,b_avgtdlanded,b_avgsubatt,b_avgctrltime(seconds),r_undefeated,b_undefeated,r_wc_ranked,r_pfp_ranked,b_wc_ranked,b_pfp_ranked,r_champion,b_champion
Jesse Forbes,Ryan Jensen,UFC 114: Rampage vs Evans,2010-05-29,5,2010,MALE,Las Vegas,Nevada,USA,Josh Rosenthal,Blue,SUB,Guillotine Choke,1,False,Middleweight,3,False,2.54,-7,-2.54,-150,25,21-25,Southpaw,130,32,21-25,Orthodox,0.0,90.5,20.5,0.5,0.0,0.0,34.0,0.0,23.06,11.31,1.5,0.5,0.81,73.0,False,False,False,False,False,False,False,False
Luiz Cane,Cyrille Diabate,UFC 114: Rampage vs Evans,2010-05-29,5,2010,MALE,Las Vegas,Nevada,USA,Herb Dean,Blue,KO/TKO,Punches,1,False,Light Heavyweight,3,False,-10.16,-7,-10.16,-310,29,26-30,Southpaw,255,36,26-30,Southpaw,0.31,75.5,29.88,0.31,0.06,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Melvin Guillard,Waylon Lowe,UFC 114: Rampage vs Evans,2010-05-29,5,2010,MALE,Las Vegas,Nevada,USA,Yves Lavigne,Red,KO/TKO,Knee,1,False,Lightweight,3,False,5.08,-2,7.72,-370,27,26-30,Orthodox,310,29,26-30,Southpaw,0.39,59.46,22.43,1.31,0.94,0.0,63.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Michael Bisping,Dan Miller,UFC 114: Rampage vs Evans,2010-05-29,5,2010,MALE,Las Vegas,Nevada,USA,Steve Mazzagatti,Red,U-DEC,,3,False,Middleweight,3,False,0.0,3,2.54,-195,31,31-35,Orthodox,180,28,31-35,Orthodox,0.02,117.75,32.39,5.65,3.4,0.25,52.12,0.0,56.62,14.44,0.44,0.38,0.88,51.56,False,False,False,False,False,False,False,False
Rampage Jackson,Rashad Evans,UFC 114: Rampage vs Evans,2010-05-29,5,2010,MALE,Las Vegas,Nevada,USA,Herb Dean,Blue,,,,False,Light Heavyweight,3,False,2.54,1,-5.08,-109,31,31-35,Orthodox,-101,30,31-35,Orthodox,1.5,107.06,43.22,2.09,1.12,0.0,149.53,0.07,58.46,15.25,8.83,4.4,0.0,253.43,False,False,False,False,False,False,False,False
Todd Duffee,Mike Russow,UFC 114: Rampage vs Evans,2010-05-29,5,2010,MALE,Las Vegas,Nevada,USA,Josh Rosenthal,Blue,KO/TKO,Punch,3,False,Heavyweight,3,False,5.08,-9,15.24,-275,24,21-25,Orthodox,250,33,21-25,Orthodox,1.0,5.0,4.0,0.0,0.0,0.0,4.0,0.0,36.0,21.0,11.0,8.0,2.0,684.0,True,True,False,False,False,False,False,False
Ben Rothwell,Gilbert Yvel,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Yves Lavigne,Red,U-DEC,,3,False,Heavyweight,3,False,5.08,-5,2.54,170,28,26-30,Orthodox,-185,33,26-30,Orthodox,0.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False
Carlos Condit,Rory MacDonald,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Kevin Dornan,Red,KO/TKO,Punches,3,False,Welterweight,3,False,5.08,6,-2.54,118,26,26-30,Orthodox,-128,20,26-30,Orthodox,0.0,78.0,31.0,3.0,2.0,2.0,214.0,0.0,19.0,8.0,3.0,2.0,2.0,170.0,False,True,False,False,False,False,False,False
Chuck Liddell,Rich Franklin,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Herb Dean,Blue,KO/TKO,Punch,1,False,Light Heavyweight,3,False,2.54,5,2.54,-119,40,36-40,Orthodox,109,35,36-40,Southpaw,0.04,64.76,16.95,0.75,0.75,0.0,20.81,0.1,71.24,26.18,1.06,0.28,0.0,39.85,False,False,False,False,False,False,False,False
David Loiseau,Mario Miranda,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Tony Williamson,Blue,KO/TKO,Elbows,2,False,Middleweight,3,False,-7.62,0,5.08,205,30,26-30,Orthodox,-245,30,26-30,Orthodox,0.19,38.67,16.73,0.41,0.38,0.02,72.15,1.0,40.0,16.0,0.0,0.0,0.0,40.0,False,False,False,False,False,False,False,False
James Wilks,Peter Sobotta,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Kevin Dornan,Red,U-DEC,,3,False,Welterweight,3,False,2.54,9,0.0,-325,32,31-35,Orthodox,265,23,31-35,Southpaw,0.0,41.0,18.0,6.0,1.5,5.5,253.5,0.0,39.0,18.0,7.0,2.0,0.0,128.0,False,False,False,False,False,False,False,False
Mac Danzig,Matt Wiman,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Yves Lavigne,Blue,SUB,Guillotine Choke,1,False,Lightweight,3,False,-5.08,4,5.08,-102,30,26-30,Orthodox,-108,26,26-30,Orthodox,0.16,95.44,44.12,3.41,1.62,0.34,185.66,0.06,102.5,43.98,6.03,2.36,0.69,264.69,False,False,False,False,False,False,False,False
Mike Pyle,Jesse Lennox,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Kevin Dornan,Red,SUB,Triangle Choke,3,False,Welterweight,3,False,7.62,6,5.08,110,34,31-35,Orthodox,-130,28,31-35,Orthodox,0.0,15.25,5.75,2.0,0.5,1.0,94.0,0.0,121.0,29.5,2.0,1.0,0.5,65.0,False,False,False,False,False,False,False,False
Mirko Cro Cop,Pat Barry,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Yves Lavigne,Red,,,,False,Heavyweight,3,False,7.62,5,-2.54,163,35,31-35,Southpaw,-173,30,31-35,Orthodox,0.16,51.5,23.59,0.44,0.19,0.5,122.72,0.5,38.0,16.75,0.0,0.0,0.0,44.25,False,False,False,False,False,False,False,False
Paulo Thiago,Martin Kampmann,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Herb Dean,Blue,U-DEC,,3,False,Welterweight,3,False,-2.54,1,2.54,-218,29,26-30,Orthodox,198,28,26-30,Orthodox,1.12,36.12,14.5,1.25,0.5,1.12,108.12,0.57,38.12,15.99,1.21,0.65,1.42,131.29,False,False,False,False,False,False,False,False
Ricardo Funch,Claude Patrick,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Tony Williamson,Blue,SUB,Guillotine Choke,2,False,Welterweight,3,False,-2.54,0,2.54,215,29,26-30,Southpaw,-255,29,26-30,Orthodox,0.0,26.0,16.0,6.0,1.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Tyson Griffin,Evan Dunham,UFC 115: Liddell vs Franklin,2010-06-12,6,2010,MALE,Vancouver,British Columbia,Canada,Herb Dean,Blue,S-DEC,,3,False,Lightweight,3,False,-10.16,-2,-5.08,-180,26,26-30,Orthodox,168,28,26-30,Southpaw,0.5,174.57,68.62,1.64,0.5,0.05,87.09,0.5,87.0,28.75,2.25,1.75,0.75,128.0,False,True,False,False,False,False,False,False
Brad Tavares,Seth Baczynski,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Herb Dean,Red,U-DEC,,3,False,Middleweight,3,False,-5.08,-6,0.0,-220,22,21-25,Orthodox,180,28,21-25,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Chris Camozzi,James Hammortree,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Josh Rosenthal,Red,U-DEC,,3,False,Middleweight,3,False,-2.54,-3,1.27,-160,23,21-25,Orthodox,140,26,21-25,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Chris Leben,Aaron Simpson,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Josh Rosenthal,Red,KO/TKO,Punches,2,False,Middleweight,3,False,-2.54,-6,2.54,280,29,26-30,Southpaw,-310,35,26-30,Orthodox,0.1,89.62,43.92,2.13,1.4,1.03,383.75,0.5,73.25,28.25,4.0,2.0,0.0,197.0,False,True,False,False,False,False,False,False
Court McGee,Kris McCray,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Steve Mazzagatti,Red,SUB,Rear Naked Choke,2,True,Middleweight,3,False,-2.54,-3,-2.54,-220,25,21-25,Orthodox,180,28,21-25,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
James McSweeney,Travis Browne,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Kim Winslow,Blue,KO/TKO,Punches,1,False,Heavyweight,3,False,-5.08,2,-5.08,165,29,26-30,Switch,-190,27,26-30,Orthodox,0.0,95.0,58.0,2.0,1.0,2.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Jamie Yager,Rich Attonito,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Steve Mazzagatti,Blue,KO/TKO,Punches,2,False,Middleweight,3,False,7.62,-7,2.12,120,26,26-30,Orthodox,-140,33,26-30,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
John Gunderson,Mark Holst,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Josh Rosenthal,Red,U-DEC,,3,False,Lightweight,3,False,-7.62,7,-14.74,-200,31,31-35,Orthodox,170,24,31-35,Orthodox,0.0,30.0,1.0,1.0,1.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Josh Bryant,Kyle Noke,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Kim Winslow,Blue,KO/TKO,Punches,2,False,Middleweight,3,False,-7.62,0,-7.62,155,30,26-30,Orthodox,-175,30,26-30,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Keith Jardine,Matt Hamill,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Herb Dean,Blue,M-DEC,,3,False,Light Heavyweight,3,False,2.54,1,0.0,140,34,31-35,Orthodox,-150,33,31-35,Orthodox,0.08,76.25,21.12,0.63,0.13,0.0,17.48,0.25,43.13,16.32,1.27,0.34,0.0,22.16,False,False,False,False,False,False,False,False
Spencer Fisher,Dennis Siver,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,6,2010,MALE,Las Vegas,Nevada,USA,Kim Winslow,Blue,U-DEC,,3,False,Lightweight,3,False,2.54,3,0.0,-190,34,31-35,Southpaw,165,31,31-35,Orthodox,0.13,61.7,31.67,1.1,0.32,0.25,100.86,0.57,169.7,33.48,3.12,1.02,0.25,55.02,False,False,False,False,False,False,False,False
Brendan Schaub,Chris Tuchscherer,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Herb Dean,Red,KO/TKO,Punch,1,False,Heavyweight,3,False,5.08,-7,5.08,-305,27,26-30,Orthodox,275,34,26-30,Orthodox,0.5,42.0,18.5,0.0,0.0,0.0,1.5,0.0,32.5,12.0,3.5,0.5,0.5,128.5,False,False,False,False,False,False,False,False
Brock Lesnar,Shane Carwin,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Josh Rosenthal,Red,SUB,Arm Triangle,2,True,Heavyweight,5,False,2.54,-3,2.54,-145,32,31-35,Orthodox,135,35,31-35,Orthodox,0.38,45.5,38.88,2.38,1.75,0.12,310.62,0.88,38.62,27.75,1.25,0.12,0.0,84.75,False,True,False,False,False,False,False,False
Chris Leben,Yoshihiro Akiyama,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Herb Dean,Red,SUB,Triangle Choke,3,False,Middleweight,3,False,2.54,-5,2.54,177,29,26-30,Southpaw,-192,34,26-30,Orthodox,0.05,90.81,42.96,1.06,0.7,0.52,213.87,0.0,156.0,55.0,4.0,3.0,0.0,191.0,False,True,False,False,False,False,False,False
Chris Lytle,Matt Brown,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Steve Mazzagatti,Red,SUB,Armbar,2,False,Welterweight,3,False,-2.54,6,-17.78,-180,35,31-35,Orthodox,168,29,31-35,Orthodox,0.02,109.06,42.84,0.95,0.14,0.68,36.21,0.5,33.56,20.69,0.38,0.09,1.03,72.56,False,False,False,False,False,False,False,False
Forrest Petz,Daniel Roberts,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Steve Mazzagatti,Blue,S-DEC,,3,False,Welterweight,3,False,-2.54,5,-7.62,170,34,31-35,Orthodox,-200,29,31-35,Southpaw,0.31,147.69,46.5,0.38,0.38,0.0,143.12,0.0,17.0,7.0,1.0,1.0,1.0,55.0,False,False,False,False,False,False,False,False
George Sotiropoulos,Kurt Pellegrino,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Josh Rosenthal,Red,U-DEC,,3,False,Lightweight,3,False,5.08,1,2.54,-158,32,31-35,Orthodox,148,31,31-35,Orthodox,0.0,80.0,21.44,3.12,2.31,2.38,298.88,0.12,42.52,20.33,2.69,1.59,1.2,439.83,True,False,False,False,False,False,False,False
Gerald Harris,David Branch,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Herb Dean,Red,KO/TKO,Slam,3,False,Middleweight,3,False,-5.08,2,-2.54,-250,30,26-30,Southpaw,210,28,26-30,Orthodox,1.0,59.0,19.0,1.0,0.5,0.0,69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Jon Madsen,Karlos Vemola,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Mario Yamasaki,Red,U-DEC,,3,False,Heavyweight,3,False,0.0,6,-7.62,125,30,26-30,Orthodox,-145,24,26-30,Orthodox,0.0,98.5,29.0,1.0,0.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Kendall Grove,Goran Reljic,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Mario Yamasaki,Red,S-DEC,,3,False,Middleweight,3,False,7.62,1,-5.08,130,27,26-30,Orthodox,-140,26,26-30,Southpaw,0.56,27.96,11.17,0.26,0.26,2.05,80.5,0.5,56.5,26.5,0.5,0.5,1.5,96.5,False,False,False,False,False,False,False,False
Krzysztof Soszynski,Stephan Bonnar,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Mario Yamasaki,Blue,KO/TKO,Punches,2,False,Light Heavyweight,3,False,-7.62,-1,-2.54,-190,32,31-35,Open Stance,175,33,31-35,Orthodox,0.12,103.31,37.88,1.88,0.38,0.19,104.12,0.0,89.91,32.03,2.79,1.01,0.84,157.54,False,False,False,False,False,False,False,False
Seth Petruzelli,Ricardo Romero,UFC 116: Lesnar vs Carwin,2010-07-03,7,2010,MALE,Las Vegas,Nevada,USA,Steve Mazzagatti,Blue,SUB,Armbar,2,False,Light Heavyweight,3,False,0.0,-2,0.0,150,30,26-30,Orthodox,-170,32,26-30,Orthodox,0.5,44.0,16.5,0.5,0.5,0.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Brian Stann,Mike Massenzio,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,John McCarthy,Red,SUB,Triangle Choke,3,False,Middleweight,3,False,-2.54,2,2.54,180,29,26-30,Orthodox,-220,27,26-30,Southpaw,0.0,54.75,18.0,0.88,0.0,0.0,72.12,0.5,3.0,1.5,0.5,0.5,1.5,42.5,False,False,False,False,False,False,False,False
DaMarques Johnson,Matthew Riddle,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,Jason Herzog,Blue,KO/TKO,Punches,2,False,Welterweight,3,False,0.0,4,2.54,180,28,26-30,Orthodox,-220,24,26-30,Southpaw,0.5,68.25,22.75,0.0,0.0,0.75,38.5,0.0,75.94,43.12,7.69,3.81,0.38,481.25,False,False,False,False,False,False,False,False
Darren Elkins,Charles Oliveira,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,Herb Dean,Blue,SUB,Armbar,1,False,Lightweight,3,False,0.0,6,-7.62,200,26,26-30,Orthodox,-240,20,26-30,Orthodox,0.0,2.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
James Irvin,Igor Pokrajac,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,Herb Dean,Blue,SUB,Rear Naked Choke,1,False,Light Heavyweight,3,False,5.08,0,-2.54,-160,31,31-35,Orthodox,140,31,31-35,Orthodox,0.14,11.19,4.12,0.06,0.0,0.03,0.98,1.0,59.5,21.0,3.0,1.5,0.0,81.0,False,False,False,False,False,False,False,False
John Howard,Jake Ellenberger,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,Herb Dean,Blue,KO/TKO,,3,False,Welterweight,3,False,-5.08,2,0.0,181,27,26-30,Orthodox,-196,25,26-30,Orthodox,0.25,19.25,11.5,3.0,2.5,0.38,186.5,1.5,49.0,21.5,3.0,2.5,1.5,342.0,True,False,False,False,False,False,False,False
Jon Jones,Vladimir Matyushenko,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,Herb Dean,Red,KO/TKO,Elbows,1,False,Light Heavyweight,3,False,10.16,-16,25.4,-752,23,21-25,Orthodox,602,39,21-25,Orthodox,0.06,51.62,25.06,2.69,1.81,0.12,138.31,0.0,78.7,28.44,4.92,2.44,0.25,192.06,False,False,False,False,False,False,False,False
Mark Munoz,Yushin Okami,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,John McCarthy,Blue,S-DEC,,3,False,Middleweight,3,False,-5.08,3,-7.62,185,32,31-35,Orthodox,-200,29,31-35,Southpaw,0.0,54.38,24.88,6.25,1.0,0.25,162.88,0.62,92.23,39.75,0.17,0.11,0.35,174.23,False,False,False,False,False,False,False,False
Paul Kelly,Jacob Volkmann,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,John McCarthy,Blue,U-DEC,,3,False,Lightweight,3,False,0.0,-4,-2.54,-105,25,21-25,Orthodox,-115,29,21-25,Southpaw,0.0,84.72,37.22,1.38,0.62,1.78,283.38,0.0,47.0,19.25,4.0,2.75,0.25,392.75,False,False,False,False,False,False,False,False
Rob Kimmons,Steve Steinbeiss,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,Jason Herzog,Red,U-DEC,,3,False,Middleweight,3,False,-12.7,0,-5.08,-195,29,26-30,Orthodox,168,29,26-30,Orthodox,0.0,32.5,14.38,1.75,0.62,1.0,104.62,0.0,19.0,7.0,0.0,0.0,0.0,19.0,False,False,False,False,False,False,False,False
Tyson Griffin,Takanori Gomi,UFC Live: Jones vs Matyushenko,2010-08-01,8,2010,MALE,San Diego,California,USA,Jason Herzog,Blue,KO/TKO,Punch,1,False,Lightweight,3,False,-2.54,-5,-5.08,-320,26,26-30,Orthodox,290,31,26-30,Southpaw,0.25,122.29,47.31,1.82,0.25,0.53,52.55,0.0,116.0,20.0,1.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False
Anderson Silva,Chael Sonnen,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Josh Rosenthal,Red,SUB,Triangle Choke,5,True,Middleweight,5,False,2.54,2,7.62,-460,35,31-35,Southpaw,410,33,31-35,Southpaw,1.31,83.46,48.86,0.07,0.07,0.02,75.72,0.0,109.23,48.02,5.78,4.58,0.0,601.72,True,False,False,False,False,False,False,False
Ben Saunders,Dennis Hallman,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Marcos Rosales,Blue,U-DEC,,3,False,Welterweight,3,False,12.7,-7,12.7,-300,27,26-30,Orthodox,250,34,26-30,Orthodox,0.09,34.41,20.59,0.66,0.03,0.19,61.41,0.0,23.0,8.06,4.38,1.38,2.0,324.25,False,False,False,False,False,False,False,False
Clay Guida,Rafael Dos Anjos,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Herb Dean,Red,SUB,Injury,3,False,Lightweight,3,False,-2.54,3,0.0,116,28,26-30,Orthodox,-126,25,26-30,Southpaw,0.02,57.31,19.12,4.03,1.89,0.58,350.64,0.0,80.62,31.69,5.44,2.75,1.31,344.62,False,False,False,False,False,False,False,False
Dustin Hazelett,Rick Story,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Josh Rosenthal,Blue,KO/TKO,Punches,2,False,Welterweight,3,False,10.16,-1,12.7,-150,24,21-25,Orthodox,130,25,21-25,Southpaw,0.0,21.35,8.13,0.13,0.13,1.34,7.5,0.0,94.75,32.12,6.75,2.88,1.5,426.88,False,False,False,False,False,False,False,False
Johny Hendricks,Charlie Brenneman,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Josh Rosenthal,Red,KO/TKO,Punches,2,False,Welterweight,3,False,-2.54,-3,-7.62,-370,26,26-30,Southpaw,310,29,26-30,Orthodox,0.25,65.0,40.5,7.5,5.75,1.0,348.0,0.0,53.0,33.0,10.0,6.0,0.0,528.0,True,True,False,False,False,False,False,False
Jon Fitch,Thiago Alves,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Herb Dean,Red,U-DEC,,3,False,Welterweight,3,False,7.62,6,15.24,116,32,31-35,Orthodox,-126,26,31-35,Orthodox,0.0,104.85,56.29,7.32,2.85,0.26,579.11,0.74,136.58,39.76,0.63,0.13,0.01,58.49,False,False,False,False,False,False,False,False
Matt Hughes,Ricardo Almeida,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Josh Rosenthal,Red,SUB,Arm Triangle,1,False,Welterweight,3,False,-7.62,3,-2.54,178,36,36-40,Switch,-193,33,36-40,Orthodox,1.0,80.61,45.93,3.04,0.95,0.1,229.07,0.0,42.16,24.16,11.67,5.3,0.87,465.13,False,False,False,False,False,False,False,False
Rodney Wallace,Phil Davis,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Herb Dean,Blue,U-DEC,,3,False,Light Heavyweight,3,False,-12.7,3,-17.78,600,28,26-30,Switch,-900,25,26-30,Orthodox,0.0,50.5,24.5,14.0,9.0,1.5,338.5,0.0,60.5,31.0,4.5,2.0,1.0,433.0,False,True,False,False,False,False,False,False
Roy Nelson,Junior Dos Santos,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Marcos Rosales,Blue,U-DEC,,3,False,Heavyweight,3,False,-10.16,8,-12.7,315,34,31-35,Orthodox,-345,26,31-35,Orthodox,1.0,25.0,8.5,1.0,0.5,0.0,45.0,0.94,47.19,23.44,0.0,0.0,0.0,12.81,True,True,False,False,False,False,False,False
Stefan Struve,Christian Morecraft,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Herb Dean,Red,KO/TKO,Punch,2,False,Heavyweight,3,False,12.7,-1,7.62,-200,22,21-25,Orthodox,170,23,21-25,Orthodox,0.0,33.69,16.25,0.44,0.38,1.31,103.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Todd Brown,Tim Boetsch,UFC 117: Silva vs Sonnen,2010-08-07,8,2010,MALE,Oakland,California,USA,Marcos Rosales,Blue,U-DEC,,3,False,Light Heavyweight,3,False,-2.54,4,0.04,290,33,31-35,Orthodox,-350,29,31-35,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,55.0,24.75,0.38,0.12,0.0,3.25,True,False,False,False,False,False,False,False
Andre Winner,Nik Lentz,UFC 118: Edgar vs Penn 2,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,Josh Rosenthal,Blue,U-DEC,,3,False,Lightweight,3,False,7.62,2,12.7,-115,28,26-30,Orthodox,105,26,26-30,Orthodox,0.5,127.5,45.5,0.5,0.0,0.0,114.5,0.0,133.5,57.5,11.5,4.0,1.75,344.25,False,False,False,False,False,False,False,False
Dan Miller,John Salter,UFC 118: Edgar vs Penn 2,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,Mario Yamasaki,Red,SUB,Guillotine Choke,2,False,Middleweight,3,False,0.0,4,0.0,-230,29,26-30,Orthodox,190,25,26-30,Southpaw,0.0,133.81,32.22,2.22,0.69,0.44,48.28,0.0,39.5,5.0,3.5,1.0,0.0,80.0,False,False,False,False,False,False,False,False
Demian Maia,Mario Miranda,UFC 118: Edgar vs Penn 2,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,Herb Dean,Red,U-DEC,,3,False,Middleweight,3,False,-5.08,1,-5.08,-210,32,31-35,Southpaw,190,31,31-35,Orthodox,0.0,47.8,13.55,8.7,1.15,0.17,93.34,0.5,51.5,29.0,1.5,1.5,0.0,240.5,False,False,False,False,False,False,False,False
Frankie Edgar,BJ Penn,UFC 118: Edgar vs Penn 2,2010-08-28,8,2010,MALE,Boston,Massachusetts,USA,Herb Dean,Red,U-DEC,,5,True,Lightweight,5,False,-7.62,-3,-5.08,248,28,26-30,Orthodox,-270,31,26-30,Orthodox,0.0,166.91,52.45,9.27,1.47,0.38,79.63,0.06,185.01,65.96,0.5,0.15,0.17,65.19,False,False,False,False,False,False,False,False
