r_name,b_name,date,month,year,gender,city,state,country,finish,finishdetails,finishround,titlebout,weightclass,numberofrounds,emptyarena,r_odds,r_age,r_stance,b_odds,b_age,b_stance,r_wc_ranked,r_pfp_ranked,b_wc_ranked,b_pfp_ranked,r_champion,b_champion,r_undefeated,b_undefeated,r_age_range,b_age_range,heightdif,reachdif,agedif
Mateusz Gamrot,Guram Kutateladze,2020-10-17,10,2020,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,S-DEC,,,False,Lightweight,3.0,1.0,-335.0,29.0,Southpaw,245.0,28.0,Orthodox,False,False,False,False,False,False,True,True,26-30,26-30,-2.54,-5.08,1.0
Said Nurmagomedov,Mark Striegl,2020-10-17,10,2020,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,False,Bantamweight,3.0,1.0,-435.0,28.0,Orthodox,317.0,32.0,Southpaw,False,False,False,False,False,False,False,True,26-30,31-35,0.0,0.0,-4.0
Thomas Almeida,Jonathan Martinez,2020-10-17,10,2020,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Featherweight,3.0,1.0,-139.0,29.0,Southpaw,110.0,26.0,Southpaw,False,False,False,False,False,False,False,False,26-30,26-30,-2.54,0.0,3.0
Alex Oliveira,Shavkat Rakhmonov,2020-10-24,10,2020,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,,,False,Welterweight,3.0,1.0,-112.0,32.0,Orthodox,-112.0,26.0,Orthodox,False,False,False,False,False,False,False,True,31-35,26-30,-5.08,-2.54,6.0
Alexander Volkov,Walt Harris,2020-10-24,10,2020,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,False,Heavyweight,3.0,1.0,-190.0,32.0,Orthodox,150.0,37.0,Southpaw,True,False,True,False,False,False,False,False,31-35,36-40,5.08,7.62,-5.0
Jacob Malkoun,Phillip Hawes,2020-10-24,10,2020,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,False,Middleweight,3.0,1.0,195.0,25.0,Orthodox,-250.0,31.0,Orthodox,False,False,False,False,False,False,True,False,21-25,31-35,-7.62,-10.16,-6.0
Joel Alvarez,Alexander Yakovlev,2020-10-24,10,2020,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,,,False,Lightweight,3.0,1.0,-175.0,26.0,Orthodox,138.0,36.0,Southpaw,False,False,False,False,False,False,False,False,26-30,36-40,0.0,7.62,-10.0
Khabib Nurmagomedov,Justin Gaethje,2020-10-24,10,2020,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,,,True,Lightweight,5.0,1.0,-315.0,32.0,Orthodox,255.0,31.0,Orthodox,True,True,True,True,True,False,True,False,31-35,31-35,-2.54,0.0,1.0
Lauren Murphy,Liliya Shakirova,2020-10-24,10,2020,FEMALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,SUB,,,False,Women's Flyweight,3.0,1.0,-215.0,37.0,Orthodox,170.0,29.0,Orthodox,True,False,False,False,False,False,False,True,36-40,26-30,2.54,5.08,8.0
Liana Jojua,Miranda Maverick,2020-10-24,10,2020,FEMALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,False,Women's Flyweight,3.0,1.0,295.0,25.0,Orthodox,-400.0,23.0,Southpaw,False,False,False,False,False,False,False,True,21-25,21-25,2.54,-7.62,2.0
Magomed Ankalaev,Ion Cutelaba,2020-10-24,10,2020,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,False,Light Heavyweight,3.0,1.0,-335.0,28.0,Orthodox,250.0,26.0,Southpaw,True,False,False,False,False,False,False,False,26-30,26-30,5.08,0.0,2.0
Nathaniel Wood,Casey Kenney,2020-10-24,10,2020,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Catch Weight,3.0,1.0,140.0,27.0,Orthodox,-177.0,29.0,Southpaw,False,False,False,False,False,False,False,False,26-30,26-30,-2.54,2.54,-2.0
Robert Whittaker,Jared Cannonier,2020-10-24,10,2020,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Middleweight,3.0,1.0,-110.0,29.0,Orthodox,-110.0,36.0,Switch,True,True,True,False,False,False,False,False,26-30,36-40,2.54,-10.16,-7.0
Stefan Struve,Tai Tuivasa,2020-10-24,10,2020,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,KO/TKO,,,False,Heavyweight,3.0,1.0,-112.0,32.0,Orthodox,-112.0,27.0,Southpaw,False,False,False,False,False,False,False,False,31-35,26-30,22.86,22.86,5.0
Adrian Yanez,Victor Rodriguez,2020-10-31,10,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Bantamweight,3.0,1.0,-500.0,26.0,Orthodox,356.0,28.0,Switch,False,False,False,False,False,False,True,True,26-30,26-30,5.08,12.7,-2.0
Bobby Green,Thiago Moises,2020-10-31,10,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Lightweight,3.0,1.0,-335.0,34.0,Orthodox,245.0,25.0,Orthodox,False,False,False,False,False,False,False,False,31-35,21-25,2.54,2.54,9.0
Bryce Mitchell,Andre Fili,2020-10-31,10,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Featherweight,3.0,1.0,-150.0,26.0,Southpaw,120.0,30.0,Orthodox,False,False,True,False,False,False,True,False,26-30,26-30,-2.54,-10.16,-4.0
Chris Gruetzemacher,Alexander Hernandez,2020-10-31,10,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Lightweight,3.0,1.0,315.0,34.0,Orthodox,-435.0,28.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,-2.54,-10.16,6.0
Cole Williams,Jason Witt,2020-10-31,10,2020,MALE,Las Vegas,Nevada,USA,SUB,,,False,Welterweight,3.0,1.0,119.0,36.0,Orthodox,-148.0,33.0,Orthodox,False,False,False,False,False,False,False,False,36-40,31-35,5.08,7.62,3.0
Dustin Jacoby,Justin Ledet,2020-10-31,10,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Light Heavyweight,3.0,1.0,-400.0,32.0,Orthodox,296.0,32.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,-2.54,-10.16,0.0
Kevin Holland,Charlie Ontiveros,2020-10-31,10,2020,MALE,Las Vegas,Nevada,USA,SUB,,,False,Middleweight,3.0,1.0,-770.0,27.0,Orthodox,500.0,29.0,Switch,False,False,False,False,False,False,False,True,26-30,26-30,2.54,7.62,-2.0
Maurice Greene,Greg Hardy,2020-10-31,10,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Heavyweight,3.0,1.0,250.0,34.0,Orthodox,-335.0,32.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,5.08,0.0,2.0
Miles Johns,Kevin Natividad,2020-10-31,10,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Bantamweight,3.0,1.0,-165.0,26.0,Orthodox,131.0,27.0,Orthodox,False,False,False,False,False,False,False,True,26-30,26-30,2.54,-10.16,-1.0
Sean Strickland,Jack Marshman,2020-10-31,10,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Middleweight,3.0,1.0,-375.0,29.0,Orthodox,277.0,30.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,2.54,7.62,-1.0
Uriah Hall,Anderson Silva,2020-10-31,10,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Middleweight,5.0,1.0,-230.0,36.0,Orthodox,185.0,45.0,Southpaw,True,False,False,False,False,False,False,False,36-40,41-45,-5.08,5.08,-9.0
Alexandr Romanov,Marcos Rogerio de Lima,2020-11-07,11,2020,MALE,Las Vegas,Nevada,USA,SUB,,,False,Heavyweight,3.0,1.0,-455.0,29.0,Southpaw,330.0,35.0,Orthodox,False,False,False,False,False,False,True,False,26-30,31-35,2.54,0.0,-6.0
Andrei Arlovski,Tanner Boser,2020-11-07,11,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Heavyweight,3.0,1.0,235.0,41.0,Orthodox,-305.0,29.0,Orthodox,False,False,False,False,False,False,False,False,41-45,26-30,2.54,5.08,12.0
Claudia Gadelha,Yan Xiaonan,2020-11-07,11,2020,FEMALE,Las Vegas,Nevada,USA,U-DEC,,,False,Women's Strawweight,3.0,1.0,125.0,31.0,Orthodox,-155.0,31.0,Orthodox,True,False,True,False,False,False,False,True,31-35,31-35,-2.54,0.0,0.0
Darren Elkins,Eduardo Garagorri,2020-11-07,11,2020,MALE,Las Vegas,Nevada,USA,SUB,,,False,Featherweight,3.0,1.0,-240.0,36.0,Orthodox,185.0,31.0,Orthodox,False,False,False,False,False,False,False,False,36-40,31-35,2.54,2.54,5.0
Giga Chikadze,Jamey Simmons,2020-11-07,11,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Featherweight,3.0,1.0,-835.0,32.0,Orthodox,525.0,28.0,Orthodox,False,False,False,False,False,False,False,True,31-35,26-30,17.78,22.86,4.0
Gustavo Lopez,Anthony Birchak,2020-11-07,11,2020,MALE,Las Vegas,Nevada,USA,SUB,,,False,Bantamweight,3.0,1.0,-134.0,31.0,Orthodox,108.0,34.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,-7.62,-5.08,-3.0
Max Griffin,Ramiz Brahimaj,2020-11-07,11,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Welterweight,3.0,1.0,-143.0,34.0,Orthodox,115.0,27.0,Orthodox,False,False,False,False,False,False,False,True,31-35,26-30,2.54,7.62,7.0
Raoni Barcelos,Khalid Taha,2020-11-07,11,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Bantamweight,3.0,1.0,-400.0,33.0,Orthodox,295.0,28.0,Orthodox,False,False,False,False,False,False,True,False,31-35,26-30,5.08,-5.08,5.0
Thiago Santos,Glover Teixeira,2020-11-07,11,2020,MALE,Las Vegas,Nevada,USA,SUB,,,False,Light Heavyweight,5.0,1.0,-240.0,36.0,Orthodox,190.0,41.0,Orthodox,True,False,True,False,False,False,False,False,36-40,41-45,0.0,0.0,-5.0
Trevin Giles,Bevon Lewis,2020-11-07,11,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Middleweight,3.0,1.0,100.0,28.0,Orthodox,-125.0,29.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,-7.62,-12.7,-1.0
Abdul Razak Alhassan,Khaos Williams,2020-11-14,11,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Welterweight,3.0,1.0,-240.0,35.0,Orthodox,185.0,26.0,Orthodox,False,False,False,False,False,False,False,True,31-35,26-30,-5.08,-10.16,9.0
Alex Morono,Rhys McKee,2020-11-14,11,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Welterweight,3.0,1.0,-177.0,30.0,Orthodox,140.0,25.0,Orthodox,False,False,False,False,False,False,False,False,26-30,21-25,-7.62,-15.24,5.0
Ashley Yoder,Miranda Granger,2020-11-14,11,2020,FEMALE,Las Vegas,Nevada,USA,U-DEC,,,False,Women's Strawweight,3.0,1.0,135.0,33.0,Southpaw,-167.0,28.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,0.0,2.54,5.0
Brendan Allen,Sean Strickland,2020-11-14,11,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Catch Weight,3.0,1.0,-118.0,24.0,Orthodox,-106.0,29.0,Orthodox,False,False,False,False,False,False,True,False,21-25,26-30,2.54,-2.54,-5.0
Don'Tale Mayes,Roque Martinez,2020-11-14,11,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Heavyweight,3.0,1.0,-265.0,28.0,Orthodox,205.0,34.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,20.32,22.86,-6.0
Geraldo de Freitas,Tony Gravely,2020-11-14,11,2020,MALE,Las Vegas,Nevada,USA,S-DEC,,,False,Bantamweight,3.0,1.0,117.0,29.0,Orthodox,-148.0,29.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,5.08,7.62,0.0
Kay Hansen,Cory McKenna,2020-11-14,11,2020,FEMALE,Las Vegas,Nevada,USA,U-DEC,,,False,Women's Strawweight,3.0,1.0,-230.0,21.0,Orthodox,180.0,21.0,Orthodox,False,False,False,False,False,False,True,True,21-25,21-25,-2.54,12.7,0.0
Paul Felder,Rafael Dos Anjos,2020-11-14,11,2020,MALE,Las Vegas,Nevada,USA,S-DEC,,,False,Lightweight,5.0,1.0,165.0,36.0,Orthodox,-200.0,36.0,Southpaw,True,False,True,False,False,False,False,False,36-40,36-40,7.62,0.0,0.0
Randa Markos,Kanako Murata,2020-11-14,11,2020,FEMALE,Las Vegas,Nevada,USA,U-DEC,,,False,Women's Strawweight,3.0,1.0,155.0,35.0,Orthodox,-200.0,27.0,Orthodox,False,False,False,False,False,False,False,True,31-35,26-30,7.62,2.54,8.0
Alan Jouban,Jared Gooden,2020-11-21,11,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Welterweight,3.0,1.0,-150.0,38.0,Southpaw,120.0,26.0,Orthodox,False,False,False,False,False,False,False,True,36-40,26-30,0.0,-10.16,12.0
Antonina Shevchenko,Ariane Lipski,2020-11-21,11,2020,FEMALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Women's Flyweight,3.0,1.0,-167.0,36.0,Southpaw,130.0,26.0,Orthodox,True,False,False,False,False,False,False,False,36-40,26-30,5.08,0.0,10.0
Brandon Moreno,Brandon Royval,2020-11-21,11,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Flyweight,3.0,1.0,-190.0,26.0,Orthodox,150.0,28.0,Southpaw,True,False,True,False,False,False,False,True,26-30,26-30,-5.08,5.08,-2.0
Daniel Rodriguez,Nicolas Dalby,2020-11-21,11,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Welterweight,3.0,1.0,-335.0,33.0,Southpaw,250.0,36.0,Orthodox,False,False,False,False,False,False,True,False,31-35,36-40,5.08,0.0,-3.0
Deiveson Figueiredo,Alex Perez,2020-11-21,11,2020,MALE,Las Vegas,Nevada,USA,SUB,,,False,Flyweight,5.0,1.0,-286.0,32.0,Orthodox,225.0,28.0,Orthodox,True,True,True,False,True,False,False,False,31-35,26-30,-2.54,7.62,4.0
Joaquin Buckley,Jordan Wright,2020-11-21,11,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Middleweight,3.0,1.0,-265.0,26.0,Southpaw,205.0,29.0,Orthodox,False,False,False,False,False,False,False,True,26-30,26-30,-10.16,-2.54,-3.0
Katlyn Chookagian,Cynthia Calvillo,2020-11-21,11,2020,FEMALE,Las Vegas,Nevada,USA,U-DEC,,,False,Women's Flyweight,3.0,1.0,205.0,31.0,Orthodox,-265.0,33.0,Orthodox,True,True,True,False,False,False,False,False,31-35,31-35,12.7,10.16,-2.0
Kyle Daukaus,Dustin Stoltzfus,2020-11-21,11,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Middleweight,3.0,1.0,-315.0,27.0,Southpaw,230.0,29.0,Orthodox,False,False,False,False,False,False,False,True,26-30,26-30,7.62,2.54,-2.0
Louis Cosce,Sasha Palatnikov,2020-11-21,11,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Welterweight,3.0,1.0,-455.0,25.0,Orthodox,325.0,31.0,Switch,False,False,False,False,False,False,True,True,21-25,31-35,-10.16,-2.54,-6.0
Mauricio Rua,Paul Craig,2020-11-21,11,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Light Heavyweight,3.0,1.0,150.0,38.0,Orthodox,-190.0,32.0,Orthodox,True,False,True,False,False,False,False,False,36-40,31-35,-5.08,0.0,6.0
Mike Perry,Tim Means,2020-11-21,11,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Welterweight,3.0,1.0,-150.0,29.0,Orthodox,120.0,36.0,Orthodox,False,False,False,False,False,False,False,False,26-30,36-40,-10.16,-10.16,-7.0
Valentina Shevchenko,Jennifer Maia,2020-11-21,11,2020,FEMALE,Las Vegas,Nevada,USA,U-DEC,,,False,Women's Flyweight,3.0,1.0,-1667.0,32.0,Southpaw,850.0,32.0,Orthodox,True,True,True,False,True,False,False,False,31-35,31-35,2.54,5.08,0.0
Anthony Smith,Devin Clark,2020-11-28,11,2020,MALE,Las Vegas,Nevada,USA,SUB,,,False,Light Heavyweight,5.0,1.0,-139.0,32.0,Orthodox,115.0,30.0,Orthodox,True,False,False,False,False,False,False,False,31-35,26-30,10.16,2.54,2.0
Ashlee Evans-Smith,Norma Dumont,2020-11-28,11,2020,FEMALE,Las Vegas,Nevada,USA,U-DEC,,,False,Women's Bantamweight,3.0,1.0,-137.0,33.0,Orthodox,110.0,30.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,2.54,0.0,3.0
Gina Mazany,Rachael Ostovich,2020-11-28,11,2020,FEMALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Women's Flyweight,3.0,1.0,-200.0,32.0,Southpaw,160.0,29.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,7.62,15.24,3.0
Jonathan Pearce,Kai Kamaka,2020-11-28,11,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Featherweight,3.0,1.0,245.0,28.0,Switch,-335.0,25.0,Orthodox,False,False,False,False,False,False,False,True,26-30,21-25,12.7,5.08,3.0
Josh Parisian,Parker Porter,2020-11-28,11,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Heavyweight,3.0,1.0,-200.0,31.0,Orthodox,160.0,35.0,Orthodox,False,False,False,False,False,False,True,False,31-35,31-35,10.16,10.16,-4.0
Luke Sanders,Nate Maness,2020-11-28,11,2020,MALE,Las Vegas,Nevada,USA,SUB,,,False,Catch Weight,3.0,1.0,-155.0,34.0,Southpaw,125.0,29.0,Orthodox,False,False,False,False,False,False,False,True,31-35,26-30,-10.16,-12.7,5.0
Martin Day,Anderson Dos Santos,2020-11-28,11,2020,MALE,Las Vegas,Nevada,USA,SUB,,,False,Bantamweight,3.0,1.0,-167.0,32.0,Orthodox,135.0,35.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,12.7,7.62,-3.0
Miguel Baeza,Takashi Sato,2020-11-28,11,2020,MALE,Las Vegas,Nevada,USA,SUB,,,False,Welterweight,3.0,1.0,-175.0,28.0,Orthodox,140.0,30.0,Southpaw,False,False,False,False,False,False,True,False,26-30,26-30,10.16,2.54,-2.0
Spike Carlyle,Bill Algeo,2020-11-28,11,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Featherweight,3.0,1.0,-177.0,27.0,Switch,140.0,31.0,Switch,False,False,False,False,False,False,False,False,26-30,31-35,-10.16,-5.08,-4.0
Su Mudaerji,Malcolm Gordon,2020-11-28,11,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Flyweight,3.0,1.0,-335.0,24.0,Southpaw,250.0,30.0,Switch,False,False,False,False,False,False,False,False,21-25,26-30,2.54,2.54,-6.0
Gabriel Benitez,Justin Jaynes,2020-12-05,12,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Lightweight,3.0,1.0,-215.0,32.0,Southpaw,170.0,31.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,2.54,7.62,1.0
Gian Villante,Jake Collier,2020-12-05,12,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Heavyweight,3.0,1.0,-200.0,35.0,Orthodox,160.0,32.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,0.0,-5.08,3.0
Ilia Topuria,Damon Jackson,2020-12-05,12,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Featherweight,3.0,1.0,-275.0,23.0,Orthodox,210.0,32.0,Switch,False,False,False,False,False,False,True,False,21-25,31-35,-10.16,-5.08,-9.0
Jack Hermansson,Marvin Vettori,2020-12-05,12,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Middleweight,5.0,1.0,110.0,32.0,Orthodox,-134.0,27.0,Southpaw,True,False,True,False,False,False,False,False,31-35,26-30,2.54,7.62,5.0
Louis Smolka,Jose Quinonez,2020-12-05,12,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Bantamweight,3.0,1.0,-139.0,29.0,Orthodox,112.0,30.0,Southpaw,False,False,False,False,False,False,False,False,26-30,26-30,2.54,-2.54,-1.0
Matt Wiman,Jordan Leavitt,2020-12-05,12,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Lightweight,3.0,1.0,310.0,37.0,Orthodox,-420.0,25.0,Southpaw,False,False,False,False,False,False,False,True,36-40,21-25,2.54,-7.62,12.0
Ovince Saint Preux,Jamahal Hill,2020-12-05,12,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Light Heavyweight,3.0,1.0,140.0,37.0,Southpaw,-177.0,29.0,Southpaw,True,False,False,False,False,False,False,True,36-40,26-30,-2.54,2.54,8.0
Roman Dolidze,John Allan,2020-12-05,12,2020,MALE,Las Vegas,Nevada,USA,S-DEC,,,False,Light Heavyweight,3.0,1.0,-200.0,32.0,Orthodox,160.0,27.0,Orthodox,False,False,False,False,False,False,True,False,31-35,26-30,2.54,2.54,5.0
Chase Hooper,Peter Barrett,2020-12-12,12,2020,MALE,Las Vegas,Nevada,USA,SUB,,,False,Featherweight,3.0,1.0,-310.0,21.0,Southpaw,255.0,34.0,Southpaw,False,False,False,False,False,False,False,False,21-25,31-35,7.62,2.54,-13.0
Cub Swanson,Daniel Pineda,2020-12-12,12,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Featherweight,3.0,1.0,132.0,37.0,Orthodox,-152.0,35.0,Orthodox,False,False,False,False,False,False,False,False,36-40,31-35,2.54,2.54,2.0
Gavin Tucker,Billy Quarantillo,2020-12-12,12,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Featherweight,3.0,1.0,165.0,34.0,Southpaw,-190.0,32.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,-10.16,-10.16,2.0
Junior Dos Santos,Ciryl Gane,2020-12-12,12,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Heavyweight,3.0,1.0,325.0,30.0,Orthodox,-400.0,36.0,Orthodox,False,False,False,False,False,False,True,False,26-30,36-40,0.0,10.16,-6.0
Kevin Holland,Jacare Souza,2020-12-12,12,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Middleweight,3.0,1.0,-135.0,28.0,Orthodox,115.0,41.0,Orthodox,False,False,False,False,False,False,False,False,26-30,41-45,5.08,22.86,-13.0
Mackenzie Dern,Virna Jandiroba,2020-12-12,12,2020,FEMALE,Las Vegas,Nevada,USA,U-DEC,,,False,Women's Strawweight,3.0,1.0,-160.0,27.0,Orthodox,140.0,32.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,2.54,-2.54,-5.0
Renato Moicano,Rafael Fiziev,2020-12-12,12,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Lightweight,3.0,1.0,120.0,27.0,Switch,-140.0,31.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,-7.62,-2.54,-4.0
Tecia Torres,Sam Hughes,2020-12-12,12,2020,FEMALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Women's Strawweight,3.0,1.0,-550.0,31.0,Orthodox,425.0,28.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,-10.16,-10.16,3.0
Tony Ferguson,Charles Oliveira,2020-12-12,12,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Lightweight,3.0,1.0,-185.0,31.0,Orthodox,160.0,36.0,Orthodox,False,False,False,False,False,False,False,False,31-35,36-40,-2.54,-5.08,-5.0
Anthony Pettis,Alex Morono,2020-12-19,12,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Welterweight,3.0,1.0,-210.0,33.0,Orthodox,175.0,30.0,Orthodox,False,False,False,False,False,False,False,False,31-35,26-30,-2.54,0.0,3.0
Christos Giagos,Carlton Minus,2020-12-19,12,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Catch Weight,3.0,1.0,-345.0,30.0,Orthodox,285.0,27.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,0.0,-10.16,3.0
Deron Winn,Antonio Arroyo,2020-12-19,12,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Catch Weight,3.0,1.0,160.0,31.0,Orthodox,-185.0,31.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,-22.86,-7.62,0.0
Gillian Robertson,Taila Santos,2020-12-19,12,2020,FEMALE,Las Vegas,Nevada,USA,U-DEC,,,False,Women's Flyweight,3.0,1.0,-145.0,27.0,Orthodox,125.0,25.0,Orthodox,False,False,False,False,False,False,False,False,26-30,21-25,2.54,12.7,2.0
Jimmy Flick,Cody Durden,2020-12-19,12,2020,MALE,Las Vegas,Nevada,USA,SUB,,,False,Flyweight,3.0,1.0,-157.0,30.0,Orthodox,137.0,29.0,Southpaw,False,False,False,False,False,False,True,False,26-30,26-30,0.0,2.54,1.0
Jose Aldo,Marlon Vera,2020-12-19,12,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Bantamweight,3.0,1.0,-140.0,34.0,Orthodox,120.0,28.0,Switch,False,False,False,False,False,False,False,False,31-35,26-30,-2.54,0.0,6.0
Marcin Tybura,Greg Hardy,2020-12-19,12,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Heavyweight,3.0,1.0,-110.0,35.0,Orthodox,-110.0,32.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,-5.08,-5.08,3.0
Marlon Moraes,Rob Font,2020-12-19,12,2020,MALE,Las Vegas,Nevada,USA,KO/TKO,,,False,Bantamweight,3.0,1.0,-170.0,33.0,Orthodox,150.0,32.0,Orthodox,False,False,False,False,False,False,False,False,31-35,31-35,5.08,10.16,1.0
Michel Pereira,Khaos Williams,2020-12-19,12,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Welterweight,3.0,1.0,105.0,27.0,Orthodox,-125.0,26.0,Orthodox,False,False,False,False,False,False,False,False,26-30,26-30,2.54,-10.16,1.0
Sijara Eubanks,Pannie Kianzad,2020-12-19,12,2020,FEMALE,Las Vegas,Nevada,USA,U-DEC,,,False,Women's Bantamweight,3.0,1.0,-140.0,29.0,Orthodox,120.0,35.0,Orthodox,False,False,False,False,False,False,False,False,26-30,31-35,7.62,-2.54,-6.0
Stephen Thompson,Geoff Neal,2020-12-19,12,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Welterweight,5.0,1.0,-103.0,37.0,Orthodox,-117.0,30.0,Southpaw,False,False,False,False,False,False,False,False,36-40,26-30,2.54,0.0,7.0
Tafon Nchukwi,Jamie Pickett,2020-12-19,12,2020,MALE,Las Vegas,Nevada,USA,U-DEC,,,False,Middleweight,3.0,1.0,-335.0,26.0,Orthodox,275.0,32.0,Orthodox,False,False,False,False,False,False,True,False,26-30,31-35,-5.08,-7.62,-6.0
Carlos Condit,Matt Brown,2021-01-16,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,U-DEC,,,False,Welterweight,3.0,1.0,-177.0,36.0,Orthodox,145.0,40.0,Orthodox,False,False,False,False,False,False,False,False,36-40,36-40,5.08,0.0,-4.0
Carlos Felipe,Justin Tafa,2021-01-16,1,2021,MALE,Abu Dhabi,Abu Dhabi,United Arab Emirates,S-DEC,,,False,Heavyweight,3.0,1.0,-190.0,26.0,Orthodox,155.0,27.0,Southpaw,False,False,False,False,False,False,False,False,26-30,26-30,0.0,2.54,-1.0
