r_fighter,gender,weightclass,r_age,r_stance,r_heightcms,r_reachcms,r_weightlbs,r_record,r_losses,r_draws,r_wins,r_winbydecisionmajority,r_winbydecisionunanimous,r_winsbydecisionmajority,r_winsbydecisionsplit,r_winsbydecisionunanimous,r_winsbyko,r_winsbysubmission,r_winsbytkodoctorstoppage,r_matchwcrank,r_pfprank
Chas Skelly,MALE,Featherweight,31.0,Orthodox,180.34,182.88,145.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,1.0,0.0,,1.0,1.0,2.0,0.0,,
Chris Wade,MALE,Lightweight,28.0,Orthodox,177.8,177.8,155.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,2.0,0.0,,2.0,0.0,2.0,0.0,,
Dustin Poirier,MALE,Lightweight,27.0,Southpaw,175.26,182.88,155.0,12.0-3.0-0.0,3.0,0.0,12.0,0.0,4.0,0.0,,4.0,5.0,3.0,0.0,7.0,
Erick Montano,MALE,Welterweight,30.0,Orthodox,182.88,185.42,170.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Evan Dunham,MALE,Lightweight,34.0,Southpaw,177.8,177.8,155.0,10.0-6.0-0.0,6.0,0.0,10.0,0.0,4.0,0.0,,4.0,1.0,1.0,1.0,15.0,
Gabriel Benitez,MALE,Featherweight,28.0,Southpaw,172.72,180.34,145.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Jose Quinonez,MALE,Bantamweight,26.0,Orthodox,172.72,175.26,135.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Roan Carneiro,MALE,Welterweight,38.0,Orthodox,180.34,187.96,170.0,3.0-4.0-0.0,4.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,
Uriah Hall,MALE,Middleweight,32.0,Orthodox,182.88,200.66,185.0,5.0-4.0-0.0,4.0,0.0,5.0,0.0,1.0,0.0,,1.0,2.0,0.0,2.0,9.0,
Alan Patrick,MALE,Lightweight,33.0,Southpaw,180.34,187.96,155.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,2.0,0.0,,2.0,1.0,0.0,0.0,,
Cristiane Justino,MALE,Catch Weight,31.0,Orthodox,172.72,172.72,145.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Erick Silva,MALE,Welterweight,32.0,Orthodox,182.88,187.96,170.0,6.0-6.0-0.0,6.0,0.0,6.0,0.0,0.0,0.0,,0.0,2.0,4.0,0.0,,
Francisco Trinaldo,MALE,Lightweight,38.0,Southpaw,175.26,177.8,155.0,10.0-3.0-0.0,3.0,0.0,10.0,0.0,5.0,0.0,,5.0,2.0,2.0,0.0,,
Gilbert Burns,MALE,Lightweight,30.0,Orthodox,177.8,180.34,155.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,1.0,0.0,,1.0,0.0,3.0,0.0,,
Glaico Franca Moreira,MALE,Lightweight,25.0,Orthodox,182.88,195.58,155.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Godofredo Pepey,MALE,Featherweight,29.0,Orthodox,170.18,185.42,145.0,4.0-4.0-0.0,4.0,0.0,4.0,0.0,0.0,0.0,,0.0,1.0,2.0,0.0,,
Jussier Formiga,MALE,Flyweight,31.0,Orthodox,165.1,170.18,125.0,4.0-3.0-0.0,3.0,0.0,4.0,0.0,3.0,0.0,,3.0,0.0,1.0,0.0,3.0,
Rani Yahya,MALE,Bantamweight,32.0,Orthodox,167.64,170.18,135.0,7.0-3.0-0.0,3.0,0.0,7.0,0.0,3.0,0.0,,3.0,0.0,3.0,0.0,,
Renan Barao,MALE,Featherweight,29.0,Orthodox,167.64,177.8,135.0,8.0-3.0-0.0,3.0,0.0,8.0,0.0,3.0,0.0,,3.0,2.0,3.0,0.0,,
Roy Nelson,MALE,Heavyweight,40.0,Orthodox,182.88,182.88,263.0,8.0-9.0-0.0,9.0,0.0,8.0,0.0,1.0,0.0,,1.0,7.0,0.0,0.0,11.0,
Thiago Santos,MALE,Middleweight,32.0,Orthodox,187.96,193.04,205.0,5.0-3.0-0.0,3.0,0.0,5.0,0.0,1.0,0.0,,1.0,4.0,0.0,0.0,15.0,
Vincente Luque,MALE,Welterweight,24.0,Orthodox,180.34,190.5,170.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,,
Cody East,MALE,Heavyweight,28.0,Orthodox,190.5,187.96,245.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Hacran Dias,MALE,Featherweight,32.0,Orthodox,172.72,175.26,155.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,12.0,
Henrique da Silva,MALE,Light Heavyweight,27.0,Orthodox,190.5,193.04,205.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
John Lineker,MALE,Bantamweight,26.0,Orthodox,160.02,170.18,135.0,9.0-2.0-0.0,2.0,0.0,9.0,0.0,3.0,0.0,,3.0,5.0,1.0,0.0,3.0,
Jonathan Wilson,MALE,Light Heavyweight,29.0,Southpaw,187.96,190.5,205.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Joshua Burkman,MALE,Welterweight,36.0,Orthodox,177.8,182.88,170.0,6.0-9.0-0.0,9.0,0.0,6.0,0.0,3.0,0.0,,3.0,1.0,1.0,0.0,,
Keita Nakamura,MALE,Welterweight,32.0,Southpaw,180.34,185.42,170.0,2.0-4.0-0.0,4.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,,
Kelly Faszholz,FEMALE,Women's Bantamweight,31.0,Orthodox,172.72,170.18,135.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Louis Smolka,MALE,Flyweight,25.0,Orthodox,175.26,172.72,135.0,5.0-1.0-0.0,1.0,0.0,5.0,0.0,2.0,0.0,,2.0,2.0,1.0,0.0,9.0,
Nate Marquardt,MALE,Middleweight,37.0,Orthodox,182.88,187.96,185.0,12.0-9.0-0.0,9.0,0.0,12.0,0.0,4.0,0.0,,4.0,5.0,3.0,0.0,,
Shamil Abdurakhimov,MALE,Heavyweight,35.0,Orthodox,190.5,193.04,235.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Will Brooks,MALE,Lightweight,29.0,Orthodox,177.8,182.88,155.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,11.0,
Brad Pickett,MALE,Bantamweight,38.0,Orthodox,167.64,172.72,135.0,5.0-6.0-0.0,6.0,0.0,5.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,
Danny Roberts,MALE,Welterweight,29.0,Southpaw,185.42,187.96,170.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Davey Grant,MALE,Bantamweight,30.0,Orthodox,172.72,175.26,135.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Leon Edwards,MALE,Welterweight,25.0,Southpaw,182.88,187.96,170.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,2.0,0.0,,2.0,1.0,0.0,0.0,,
Leonardo Santos,MALE,Lightweight,36.0,Orthodox,182.88,190.5,155.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,1.0,0.0,,1.0,1.0,2.0,0.0,,
Lukasz Sajewski,MALE,Lightweight,25.0,Orthodox,172.72,180.34,155.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Michael Bisping,MALE,Middleweight,37.0,Orthodox,185.42,190.5,185.0,19.0-7.0-0.0,7.0,0.0,19.0,0.0,7.0,0.0,,7.0,10.0,0.0,0.0,0.0,10.0
Mirsad Bektic,MALE,Featherweight,25.0,Orthodox,172.72,177.8,145.0,3.0-0.0-0.0,0.0,0.0,3.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,15.0,
Ovince Saint Preux,MALE,Light Heavyweight,33.0,Southpaw,190.5,203.2,205.0,7.0-3.0-0.0,3.0,0.0,7.0,1.0,1.0,1.0,,1.0,4.0,1.0,0.0,5.0,
Stefan Struve,MALE,Heavyweight,28.0,Orthodox,210.82,213.36,265.0,11.0-6.0-0.0,6.0,0.0,11.0,1.0,1.0,1.0,,1.0,5.0,4.0,0.0,12.0,
Vitor Belfort,MALE,Middleweight,39.0,Southpaw,182.88,187.96,185.0,14.0-8.0-0.0,8.0,0.0,14.0,0.0,0.0,0.0,,0.0,11.0,2.0,1.0,5.0,
Alexa Grasso,FEMALE,Women's Strawweight,23.0,Orthodox,165.1,167.64,115.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Beneil Dariush,MALE,Lightweight,27.0,Southpaw,177.8,182.88,155.0,7.0-2.0-0.0,2.0,0.0,7.0,0.0,2.0,0.0,,2.0,1.0,3.0,0.0,9.0,
Diego Sanchez,MALE,Lightweight,34.0,Southpaw,177.8,182.88,170.0,15.0-9.0-0.0,9.0,0.0,15.0,0.0,7.0,0.0,,7.0,5.0,0.0,0.0,,
Enrique Barzola,MALE,Featherweight,27.0,Switch,170.18,177.8,145.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Erick Montano,MALE,Welterweight,30.0,Orthodox,182.88,185.42,170.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Erik Perez,MALE,Bantamweight,26.0,Orthodox,172.72,172.72,135.0,6.0-2.0-0.0,2.0,0.0,6.0,0.0,3.0,0.0,,3.0,2.0,1.0,0.0,,
Henry Briones,MALE,Bantamweight,36.0,Orthodox,172.72,175.26,135.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Marco Beltran,MALE,Catch Weight,30.0,Orthodox,172.72,175.26,125.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Martin Bravo,MALE,Lightweight,23.0,Southpaw,172.72,180.34,145.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Polo Reyes,MALE,Lightweight,31.0,Orthodox,180.34,180.34,155.0,2.0-0.0-0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
Rafael Dos Anjos,MALE,Lightweight,32.0,Southpaw,172.72,177.8,170.0,14.0-6.0-0.0,6.0,0.0,14.0,0.0,8.0,0.0,,8.0,4.0,2.0,0.0,2.0,12.0
Ricardo Lamas,MALE,Featherweight,34.0,Orthodox,172.72,180.34,145.0,7.0-3.0-0.0,3.0,0.0,7.0,0.0,3.0,0.0,,3.0,2.0,2.0,0.0,4.0,
Sam Alvey,MALE,Middleweight,30.0,Southpaw,187.96,190.5,205.0,5.0-3.0-0.0,3.0,0.0,5.0,0.0,0.0,0.0,,0.0,4.0,1.0,0.0,,
Chris Weidman,MALE,Middleweight,32.0,Orthodox,187.96,198.12,185.0,9.0-1.0-0.0,1.0,0.0,9.0,0.0,3.0,0.0,,3.0,4.0,2.0,0.0,2.0,
Eddie Alvarez,MALE,Lightweight,32.0,Orthodox,175.26,175.26,155.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,7.0
Frankie Edgar,MALE,Featherweight,35.0,Orthodox,167.64,172.72,145.0,14.0-6.0-0.0,6.0,0.0,14.0,0.0,8.0,0.0,,8.0,4.0,2.0,0.0,2.0,
Jim Miller,MALE,Catch Weight,33.0,Southpaw,172.72,180.34,155.0,16.0-8.0-0.0,8.0,0.0,16.0,0.0,5.0,0.0,,5.0,3.0,6.0,0.0,,
Joanna Jedrzejczyk,FEMALE,Women's Strawweight,29.0,Orthodox,167.64,165.1,125.0,6.0-0.0-0.0,0.0,0.0,6.0,0.0,3.0,0.0,,3.0,2.0,0.0,0.0,0.0,8.0
Khabib Nurmagomedov,MALE,Lightweight,28.0,Orthodox,177.8,177.8,155.0,7.0-0.0-0.0,0.0,0.0,7.0,0.0,4.0,0.0,,4.0,2.0,1.0,0.0,2.0,
Liz Carmouche,FEMALE,Women's Bantamweight,32.0,Orthodox,167.64,167.64,125.0,2.0-3.0-0.0,3.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,9.0,
Miesha Tate,FEMALE,Women's Bantamweight,30.0,Orthodox,167.64,165.1,135.0,5.0-3.0-0.0,3.0,0.0,5.0,1.0,3.0,1.0,,3.0,0.0,1.0,0.0,1.0,
Rafael Natal,MALE,Middleweight,33.0,Orthodox,182.88,193.04,185.0,9.0-6.0-0.0,6.0,0.0,9.0,0.0,5.0,0.0,,5.0,1.0,1.0,0.0,14.0,
Vincente Luque,MALE,Welterweight,24.0,Orthodox,180.34,190.5,170.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,0.0,0.0,,0.0,1.0,2.0,0.0,,
Anna Elmose,FEMALE,Women's Strawweight,32.0,Orthodox,160.02,165.1,115.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Artem Lobov,MALE,Featherweight,30.0,Southpaw,175.26,165.1,145.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Brett Johns,MALE,Bantamweight,24.0,Orthodox,170.18,180.34,135.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Cezar Ferreira,MALE,Middleweight,31.0,Southpaw,185.42,198.12,185.0,6.0-3.0-0.0,3.0,0.0,6.0,0.0,4.0,0.0,,4.0,0.0,1.0,0.0,,
Charlie Ward,MALE,Welterweight,35.0,Orthodox,180.34,185.42,170.0,0.0-0.0-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Claudia Gadelha,FEMALE,Women's Strawweight,27.0,Orthodox,162.56,160.02,115.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,1.0,
Gegard Mousasi,MALE,Middleweight,31.0,Orthodox,187.96,193.04,185.0,7.0-3.0-0.0,3.0,0.0,7.0,0.0,3.0,0.0,,3.0,3.0,1.0,0.0,5.0,
Johnny Eduardo,MALE,Bantamweight,38.0,Orthodox,170.18,180.34,135.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,13.0,
Justin Ledet,MALE,Heavyweight,28.0,Orthodox,193.04,203.2,205.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Kevin Lee,MALE,Lightweight,24.0,Orthodox,175.26,195.58,170.0,6.0-2.0-0.0,2.0,0.0,6.0,0.0,3.0,0.0,,3.0,1.0,1.0,0.0,,
Kyoji Horiguchi,MALE,Flyweight,26.0,Orthodox,165.1,167.64,125.0,6.0-1.0-0.0,1.0,0.0,6.0,0.0,4.0,0.0,,4.0,2.0,0.0,0.0,4.0,
Luis Henrique,MALE,Heavyweight,23.0,Orthodox,187.96,187.96,243.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Magnus Cedenblad,MALE,Middleweight,34.0,Orthodox,195.58,200.66,185.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,1.0,0.0,,1.0,1.0,2.0,0.0,,
Marcos Rogerio de Lima,MALE,Light Heavyweight,31.0,Orthodox,185.42,190.5,253.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,,
Marion Reneau,FEMALE,Women's Bantamweight,39.0,Orthodox,167.64,172.72,135.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,15.0,
Pedro Munhoz,MALE,Bantamweight,30.0,Orthodox,167.64,165.1,135.0,2.0-3.0-0.0,3.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,
Ross Pearson,MALE,Lightweight,32.0,Orthodox,172.72,175.26,155.0,11.0-10.0-0.0,10.0,0.0,11.0,0.0,4.0,0.0,,4.0,4.0,0.0,1.0,,
Ryan Bader,MALE,Light Heavyweight,33.0,Orthodox,187.96,187.96,205.0,14.0-5.0-0.0,5.0,0.0,14.0,0.0,8.0,0.0,,8.0,4.0,1.0,0.0,4.0,
Sergio Moraes,MALE,Welterweight,34.0,Orthodox,182.88,182.88,170.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,1.0,0.0,,1.0,1.0,2.0,0.0,,
Thales Leites,MALE,Middleweight,35.0,Orthodox,185.42,198.12,185.0,11.0-5.0-0.0,5.0,0.0,11.0,0.0,3.0,0.0,,3.0,2.0,5.0,0.0,11.0,
Thomas Almeida,MALE,Bantamweight,25.0,Southpaw,170.18,177.8,135.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,1.0,0.0,,1.0,3.0,0.0,0.0,11.0,
Timothy Johnson,MALE,Heavyweight,31.0,Southpaw,190.5,195.58,265.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,14.0,
Warlley Alves,MALE,Welterweight,25.0,Orthodox,180.34,182.88,170.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,1.0,0.0,,1.0,0.0,3.0,0.0,,
Zak Cummings,MALE,Welterweight,32.0,Southpaw,182.88,190.5,185.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,2.0,0.0,,2.0,1.0,1.0,0.0,,
Ben Nguyen,MALE,Flyweight,28.0,Switch,165.1,165.1,125.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,15.0,
Damien Brown,MALE,Lightweight,31.0,Orthodox,177.8,172.72,155.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Dan Hooker,MALE,Featherweight,26.0,Switch,182.88,190.5,155.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,,
Daniel Kelly,MALE,Middleweight,39.0,Southpaw,182.88,177.8,185.0,4.0-1.0-0.0,1.0,0.0,4.0,0.0,2.0,0.0,,2.0,1.0,1.0,0.0,,
Jake Matthews,MALE,Lightweight,22.0,Orthodox,180.34,185.42,170.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,3.0,1.0,,
Khalil Rountree Jr.,MALE,Light Heavyweight,26.0,Southpaw,185.42,193.04,205.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Kyle Noke,MALE,Welterweight,36.0,Southpaw,185.42,193.04,170.0,6.0-5.0-0.0,5.0,0.0,6.0,0.0,0.0,0.0,,0.0,3.0,2.0,0.0,,
Marlon Vera,MALE,Featherweight,23.0,Switch,172.72,177.8,135.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Richard Walsh,MALE,Welterweight,27.0,Orthodox,182.88,185.42,170.0,2.0-3.0-0.0,3.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,,
Robert Whittaker,MALE,Middleweight,25.0,Orthodox,182.88,185.42,185.0,7.0-2.0-0.0,2.0,0.0,7.0,0.0,4.0,0.0,,4.0,3.0,0.0,0.0,7.0,
Seohee Ham,FEMALE,Women's Strawweight,29.0,Southpaw,157.48,157.48,115.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Yao Zhikui,MALE,Flyweight,25.0,Orthodox,165.1,162.56,125.0,1.0-2.0-0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Yusuke Kasuya,MALE,Lightweight,27.0,Southpaw,170.18,170.18,155.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Brandon Moreno,MALE,Flyweight,22.0,Orthodox,170.18,177.8,125.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,12.0,
Demetrious Johnson,MALE,Flyweight,30.0,Orthodox,160.02,167.64,125.0,12.0-2.0-0.0,2.0,0.0,12.0,0.0,6.0,0.0,,6.0,2.0,3.0,0.0,0.0,1.0
Dong Hyun Ma,MALE,Lightweight,28.0,Orthodox,180.34,177.8,155.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Elvis Mutapcic,MALE,Middleweight,30.0,Orthodox,182.88,182.88,185.0,0.0-2.0-0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Gray Maynard,MALE,Featherweight,37.0,Orthodox,175.26,177.8,155.0,10.0-7.0-0.0,7.0,0.0,10.0,0.0,6.0,0.0,,6.0,1.0,0.0,0.0,,
Ion Cutelaba,MALE,Light Heavyweight,22.0,Southpaw,185.42,190.5,205.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Jake Ellenberger,MALE,Welterweight,31.0,Orthodox,175.26,180.34,170.0,10.0-7.0-0.0,7.0,0.0,10.0,0.0,2.0,0.0,,2.0,5.0,1.0,1.0,15.0,
Joseph Benavidez,MALE,Flyweight,32.0,Southpaw,162.56,165.1,125.0,11.0-2.0-0.0,2.0,0.0,11.0,0.0,7.0,0.0,,7.0,3.0,1.0,0.0,1.0,
Josh Stansbury,MALE,Light Heavyweight,32.0,Orthodox,187.96,187.96,205.0,1.0-0.0-0.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,,
Kailin Curran,FEMALE,Women's Strawweight,25.0,Orthodox,162.56,165.1,115.0,1.0-3.0-0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,
Rob Font,MALE,Bantamweight,29.0,Orthodox,172.72,180.34,135.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
Sara McMann,FEMALE,Women's Bantamweight,36.0,Orthodox,167.64,167.64,135.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,7.0,
Andrew Sanchez,MALE,Middleweight,28.0,Orthodox,185.42,187.96,185.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Corey Anderson,MALE,Light Heavyweight,27.0,Orthodox,190.5,200.66,205.0,5.0-2.0-0.0,2.0,0.0,5.0,0.0,4.0,0.0,,4.0,1.0,0.0,0.0,9.0,
Derrick Lewis,MALE,Heavyweight,31.0,Orthodox,190.5,200.66,260.0,7.0-2.0-0.0,2.0,0.0,7.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,10.0,
Francis Ngannou,MALE,Heavyweight,30.0,Orthodox,193.04,210.82,250.0,3.0-0.0-0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,0.0,1.0,12.0,
Frankie Perez,MALE,Lightweight,27.0,Orthodox,180.34,185.42,155.0,1.0-1.0-0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,
Gian Villante,MALE,Light Heavyweight,31.0,Orthodox,190.5,193.04,205.0,4.0-4.0-0.0,4.0,0.0,4.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,14.0,
Joseph Gigliotti,MALE,Middleweight,23.0,Orthodox,180.34,175.26,185.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Juliana Lima,FEMALE,Women's Strawweight,34.0,Orthodox,165.1,165.1,115.0,2.0-2.0-0.0,2.0,0.0,2.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,15.0,
Justine Kish,FEMALE,Women's Strawweight,28.0,Orthodox,165.1,162.56,125.0,1.0-0.0-0.0,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Keith Berish,MALE,Middleweight,31.0,Orthodox,182.88,185.42,205.0,0.0-1.0-0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Randy Brown,MALE,Welterweight,26.0,Orthodox,190.5,198.12,170.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,,
Tiago dos Santos e Silva,MALE,Featherweight,29.0,Orthodox,175.26,177.8,145.0,2.0-1.0-0.0,1.0,0.0,2.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
Cub Swanson,MALE,Featherweight,33.0,Orthodox,172.72,177.8,145.0,8.0-3.0-0.0,3.0,0.0,8.0,0.0,4.0,0.0,,4.0,4.0,0.0,0.0,4.0,
Donald Cerrone,MALE,Welterweight,33.0,Orthodox,185.42,185.42,155.0,18.0-4.0-0.0,4.0,0.0,18.0,0.0,6.0,0.0,,6.0,7.0,5.0,0.0,5.0,
Jason Saggo,MALE,Lightweight,31.0,Orthodox,180.34,180.34,155.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
John Makdessi,MALE,Lightweight,31.0,Orthodox,172.72,172.72,155.0,7.0-5.0-0.0,5.0,0.0,7.0,0.0,3.0,0.0,,3.0,3.0,0.0,0.0,,
Jordan Mein,MALE,Welterweight,27.0,Orthodox,182.88,185.42,170.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,
Max Holloway,MALE,Featherweight,25.0,Orthodox,180.34,175.26,155.0,12.0-3.0-0.0,3.0,0.0,12.0,0.0,4.0,0.0,,4.0,5.0,2.0,0.0,2.0,
Mitch Gagnon,MALE,Bantamweight,32.0,Southpaw,165.1,165.1,135.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,1.0,0.0,,1.0,0.0,3.0,0.0,,
Nikita Krylov,MALE,Light Heavyweight,24.0,Orthodox,190.5,195.58,205.0,6.0-2.0-0.0,2.0,0.0,6.0,0.0,0.0,0.0,,0.0,3.0,3.0,0.0,8.0,
Olivier Aubin-Mercier,MALE,Lightweight,27.0,Southpaw,175.26,177.8,155.0,4.0-2.0-0.0,2.0,0.0,4.0,0.0,1.0,0.0,,1.0,0.0,3.0,0.0,,
Tim Kennedy,MALE,Middleweight,37.0,Orthodox,180.34,187.96,185.0,3.0-1.0-0.0,1.0,0.0,3.0,0.0,2.0,0.0,,2.0,1.0,0.0,0.0,10.0,
Valerie Letourneau,FEMALE,Women's Strawweight,33.0,Orthodox,170.18,172.72,115.0,3.0-2.0-0.0,2.0,0.0,3.0,0.0,2.0,0.0,,2.0,0.0,0.0,0.0,9.0,
Zach Makovsky,MALE,Flyweight,33.0,Southpaw,162.56,162.56,125.0,3.0-3.0-0.0,3.0,0.0,3.0,0.0,3.0,0.0,,3.0,0.0,0.0,0.0,7.0,
