r_fighter,b_fighter,date,month,year,gender,location,city,state,country,finish,finishdetails,finishround,totalfighttimesecs,titlebout,weightclass,numberofrounds,emptyarena,heightdif,agedif,reachdif,r_odds,r_age,r_stance,r_heightcms,r_reachcms,r_weightlbs,b_odds,b_age,b_stance,b_heightcms,b_reachcms,b_weightlbs,r_matchwcrank,r_pfprank,b_matchwcrank,b_pfprank
Court McGee,Ben Saunders,2017-01-15,1,2017,MALE,"Phoenix, Arizona, USA",Phoenix,Arizona,USA,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,7.62,-1.0,5.08,-135.0,32.0,Orthodox,180.34,190.5,170.0,115.0,33.0,Orthodox,187.96,195.58,170.0,,,,
Devin Powell,Drakkar Klose,2017-01-15,1,2017,MALE,"Phoenix, Arizona, USA",Phoenix,Arizona,USA,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,-7.62,0.0,-7.62,260.0,28.0,Orthodox,182.88,185.42,155.0,-320.0,28.0,Orthodox,175.26,177.8,155.0,,,,
Dmitrii Smoliakov,Cyril Asker,2017-01-15,1,2017,MALE,"Phoenix, Arizona, USA",Phoenix,Arizona,USA,KO/TKO,Punches,1.0,161.0,False,Heavyweight,3.0,0.0,-5.08,3.0,0.0,100.0,34.0,Switch,187.96,187.96,253.0,-120.0,31.0,Orthodox,182.88,187.96,247.0,,,,
Frankie Saenz,Augusto Mendes,2017-01-15,1,2017,MALE,"Phoenix, Arizona, USA",Phoenix,Arizona,USA,S-DEC,,3.0,900.0,False,Bantamweight,3.0,0.0,0.0,3.0,-2.54,-160.0,36.0,Orthodox,167.64,167.64,135.0,140.0,33.0,Orthodox,167.64,165.1,135.0,,,,
Jocelyn Jones-Lybarger,Nina Ansaroff,2017-01-15,1,2017,FEMALE,"Phoenix, Arizona, USA",Phoenix,Arizona,USA,SUB,Rear Naked Choke,3.0,819.0,False,Women's Strawweight,3.0,0.0,-5.08,0.0,0.0,135.0,31.0,Orthodox,170.18,162.56,115.0,-175.0,31.0,Orthodox,165.1,162.56,115.0,,,,
Joe Lauzon,Marcin Held,2017-01-15,1,2017,MALE,"Phoenix, Arizona, USA",Phoenix,Arizona,USA,S-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,-2.54,8.0,0.0,-140.0,32.0,Orthodox,177.8,180.34,155.0,120.0,24.0,Orthodox,175.26,180.34,155.0,,,,
John Moraga,Sergio Pettis,2017-01-15,1,2017,MALE,"Phoenix, Arizona, USA",Phoenix,Arizona,USA,U-DEC,,3.0,900.0,False,Flyweight,3.0,0.0,0.0,9.0,7.62,140.0,32.0,Orthodox,167.64,167.64,125.0,-160.0,23.0,Orthodox,167.64,175.26,135.0,8.0,,15.0,
Walt Harris,Chase Sherman,2017-01-15,1,2017,MALE,"Phoenix, Arizona, USA",Phoenix,Arizona,USA,KO/TKO,Knee,2.0,461.0,False,Heavyweight,3.0,0.0,-2.54,6.0,2.54,-155.0,33.0,Southpaw,195.58,195.58,250.0,135.0,27.0,Orthodox,193.04,198.12,250.0,,,,
Yair Rodriguez,BJ Penn,2017-01-15,1,2017,MALE,"Phoenix, Arizona, USA",Phoenix,Arizona,USA,KO/TKO,Punches,2.0,324.0,False,Featherweight,5.0,0.0,-5.08,-14.0,-2.54,-350.0,24.0,Orthodox,180.34,180.34,145.0,290.0,38.0,Orthodox,175.26,177.8,155.0,10.0,,,
Alex Caceres,Jason Knight,2017-01-28,1,2017,MALE,"Denver, Colorado, USA",Denver,Colorado,USA,SUB,Rear Naked Choke,2.0,561.0,False,Featherweight,3.0,0.0,0.0,4.0,-5.08,115.0,28.0,Southpaw,177.8,185.42,145.0,-135.0,24.0,Orthodox,177.8,180.34,145.0,,,,
Alexandre Pantoja,Eric Shelton,2017-01-28,1,2017,MALE,"Denver, Colorado, USA",Denver,Colorado,USA,S-DEC,,3.0,900.0,False,Flyweight,3.0,0.0,2.54,1.0,2.54,100.0,26.0,Orthodox,165.1,170.18,125.0,-120.0,25.0,Orthodox,167.64,172.72,125.0,,,,
Andrei Arlovski,Francis Ngannou,2017-01-28,1,2017,MALE,"Denver, Colorado, USA",Denver,Colorado,USA,KO/TKO,Punch,1.0,92.0,False,Heavyweight,3.0,0.0,2.54,7.0,15.24,335.0,37.0,Orthodox,190.5,195.58,240.0,-420.0,30.0,Orthodox,193.04,210.82,250.0,7.0,,10.0,
Bobby Nash,Li Jingliang,2017-01-28,1,2017,MALE,"Denver, Colorado, USA",Denver,Colorado,USA,,,,,False,Welterweight,3.0,0.0,0.0,-2.0,-7.62,110.0,26.0,Orthodox,182.88,187.96,170.0,-130.0,28.0,Orthodox,182.88,180.34,170.0,,,,
Donald Cerrone,Jorge Masvidal,2017-01-28,1,2017,MALE,"Denver, Colorado, USA",Denver,Colorado,USA,KO/TKO,Punches,2.0,360.0,False,Welterweight,3.0,0.0,-5.08,1.0,2.54,-175.0,33.0,Orthodox,185.42,185.42,155.0,155.0,32.0,Orthodox,180.34,187.96,170.0,5.0,,12.0,
Eric Spicely,Alessio Di Chirico,2017-01-28,1,2017,MALE,"Denver, Colorado, USA",Denver,Colorado,USA,SUB,Triangle Choke,1.0,134.0,False,Middleweight,3.0,0.0,-2.54,3.0,2.54,-110.0,30.0,Orthodox,185.42,185.42,185.0,-110.0,27.0,Orthodox,182.88,187.96,185.0,,,,
Henrique da Silva,Jordan Johnson,2017-01-28,1,2017,MALE,"Denver, Colorado, USA",Denver,Colorado,USA,U-DEC,,3.0,900.0,False,Light Heavyweight,3.0,0.0,-2.54,-1.0,7.62,165.0,27.0,Orthodox,190.5,193.04,205.0,-190.0,28.0,Orthodox,187.96,200.66,205.0,,,,
Jason Gonzalez,JC Cottrell,2017-01-28,1,2017,MALE,"Denver, Colorado, USA",Denver,Colorado,USA,SUB,D'Arce Choke,1.0,234.0,False,Lightweight,3.0,0.0,-12.7,-1.0,-7.62,105.0,26.0,Southpaw,187.96,187.96,155.0,-125.0,27.0,Orthodox,175.26,180.34,155.0,,,,
Marcos Rogerio de Lima,Jeremy Kimball,2017-01-28,1,2017,MALE,"Denver, Colorado, USA",Denver,Colorado,USA,KO/TKO,Punches,1.0,147.0,False,Light Heavyweight,3.0,0.0,-2.54,5.0,-7.62,-130.0,31.0,Orthodox,185.42,190.5,253.0,110.0,26.0,Switch,182.88,182.88,205.0,,,,
Nate Marquardt,Sam Alvey,2017-01-28,1,2017,MALE,"Denver, Colorado, USA",Denver,Colorado,USA,U-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,5.08,7.0,2.54,120.0,37.0,Orthodox,182.88,187.96,185.0,-140.0,30.0,Southpaw,187.96,190.5,205.0,,,,
Raphael Assuncao,Aljamain Sterling,2017-01-28,1,2017,MALE,"Denver, Colorado, USA",Denver,Colorado,USA,S-DEC,,3.0,900.0,False,Bantamweight,3.0,0.0,5.08,7.0,12.7,-145.0,34.0,Orthodox,165.1,167.64,135.0,125.0,27.0,Orthodox,170.18,180.34,135.0,4.0,,7.0,
Valentina Shevchenko,Julianna Pena,2017-01-28,1,2017,FEMALE,"Denver, Colorado, USA",Denver,Colorado,USA,SUB,Armbar,2.0,569.0,False,Women's Bantamweight,5.0,0.0,2.54,1.0,7.62,-185.0,28.0,Southpaw,165.1,167.64,125.0,160.0,27.0,Orthodox,167.64,175.26,135.0,1.0,,2.0,
Abel Trujillo,James Vick,2017-02-04,2,2017,MALE,"Houston, Texas, USA",Houston,Texas,USA,SUB,D'Arce Choke,3.0,649.0,False,Lightweight,3.0,0.0,17.78,4.0,15.24,115.0,33.0,Orthodox,172.72,177.8,155.0,-135.0,29.0,Orthodox,190.5,193.04,155.0,,,,
Alexa Grasso,Felice Herrig,2017-02-04,2,2017,FEMALE,"Houston, Texas, USA",Houston,Texas,USA,U-DEC,,3.0,900.0,False,Women's Strawweight,3.0,0.0,-2.54,-9.0,-2.54,-380.0,23.0,Orthodox,165.1,167.64,115.0,315.0,32.0,Orthodox,162.56,165.1,115.0,12.0,,,
Anthony Hamilton,Marcel Fortuna,2017-02-04,2,2017,MALE,"Houston, Texas, USA",Houston,Texas,USA,KO/TKO,Punch,1.0,190.0,False,Heavyweight,3.0,0.0,-10.16,5.0,-5.08,-270.0,36.0,Orthodox,195.58,193.04,260.0,230.0,31.0,Orthodox,185.42,187.96,205.0,,,,
Chas Skelly,Chris Gruetzemacher,2017-02-04,2,2017,MALE,"Houston, Texas, USA",Houston,Texas,USA,SUB,Rear Naked Choke,2.0,421.0,False,Featherweight,3.0,0.0,-7.62,1.0,-10.16,-350.0,31.0,Orthodox,180.34,182.88,145.0,290.0,30.0,Orthodox,172.72,172.72,155.0,,,,
Daniel Jolly,Khalil Rountree Jr.,2017-02-04,2,2017,MALE,"Houston, Texas, USA",Houston,Texas,USA,KO/TKO,Knees,1.0,52.0,False,Light Heavyweight,3.0,0.0,0.0,6.0,2.54,145.0,32.0,Orthodox,185.42,190.5,205.0,-185.0,26.0,Southpaw,185.42,193.04,205.0,,,,
Dennis Bermudez,Chan Sung Jung,2017-02-04,2,2017,MALE,"Houston, Texas, USA",Houston,Texas,USA,KO/TKO,Punch,1.0,149.0,False,Featherweight,5.0,0.0,2.54,1.0,15.24,-185.0,30.0,Orthodox,167.64,167.64,155.0,160.0,29.0,Orthodox,170.18,182.88,145.0,9.0,,,
Jessica Andrade,Angela Hill,2017-02-04,2,2017,FEMALE,"Houston, Texas, USA",Houston,Texas,USA,U-DEC,,3.0,900.0,False,Women's Strawweight,3.0,0.0,5.08,-7.0,5.08,-800.0,25.0,Orthodox,154.94,157.48,115.0,550.0,32.0,Orthodox,160.02,162.56,115.0,5.0,,,
Ovince Saint Preux,Volkan Oezdemir,2017-02-04,2,2017,MALE,"Houston, Texas, USA",Houston,Texas,USA,S-DEC,,3.0,900.0,False,Light Heavyweight,3.0,0.0,-2.54,6.0,-12.7,-420.0,33.0,Southpaw,190.5,203.2,205.0,335.0,27.0,Orthodox,187.96,190.5,205.0,6.0,,,
Ricardo Ramos,Michinori Tanaka,2017-02-04,2,2017,MALE,"Houston, Texas, USA",Houston,Texas,USA,U-DEC,,3.0,900.0,False,Bantamweight,3.0,0.0,-10.16,-5.0,-12.7,105.0,21.0,Orthodox,175.26,182.88,135.0,-125.0,26.0,Orthodox,165.1,170.18,135.0,,,,
Tecia Torres,Bec Rawlings,2017-02-04,2,2017,FEMALE,"Houston, Texas, USA",Houston,Texas,USA,U-DEC,,3.0,900.0,False,Women's Strawweight,3.0,0.0,12.7,0.0,10.16,-450.0,27.0,Orthodox,154.94,152.4,115.0,317.0,27.0,Orthodox,167.64,162.56,125.0,6.0,,,
Anderson Silva,Derek Brunson,2017-02-11,2,2017,MALE,"Brooklyn, New York, USA",Brooklyn,New York,USA,U-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,-2.54,8.0,0.0,100.0,41.0,Southpaw,187.96,195.58,185.0,-120.0,33.0,Southpaw,185.42,195.58,185.0,7.0,,8.0,
Dustin Poirier,Jim Miller,2017-02-11,2,2017,MALE,"Brooklyn, New York, USA",Brooklyn,New York,USA,M-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,-2.54,-5.0,-2.54,-450.0,28.0,Southpaw,175.26,182.88,155.0,360.0,33.0,Southpaw,172.72,180.34,155.0,10.0,,,
Glover Teixeira,Jared Cannonier,2017-02-11,2,2017,MALE,"Brooklyn, New York, USA",Brooklyn,New York,USA,U-DEC,,3.0,900.0,False,Light Heavyweight,3.0,0.0,-7.62,5.0,2.54,-230.0,37.0,Orthodox,187.96,193.04,205.0,190.0,32.0,Switch,180.34,195.58,185.0,3.0,,15.0,
Holly Holm,Germaine de Randamie,2017-02-11,2,2017,FEMALE,"Brooklyn, New York, USA",Brooklyn,New York,USA,U-DEC,,5.0,1500.0,True,Women's Featherweight,5.0,0.0,2.54,3.0,5.08,100.0,35.0,Southpaw,172.72,175.26,145.0,-130.0,32.0,Orthodox,175.26,180.34,135.0,,,,
Jacare Souza,Tim Boetsch,2017-02-11,2,2017,MALE,"Brooklyn, New York, USA",Brooklyn,New York,USA,SUB,Kimura,1.0,221.0,False,Middleweight,3.0,0.0,-2.54,1.0,5.08,-600.0,37.0,Orthodox,185.42,182.88,185.0,450.0,36.0,Orthodox,182.88,187.96,185.0,,,13.0,
Nik Lentz,Islam Makhachev,2017-02-11,2,2017,MALE,"Brooklyn, New York, USA",Brooklyn,New York,USA,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,5.08,7.0,5.08,270.0,32.0,Orthodox,172.72,172.72,155.0,-330.0,25.0,Orthodox,177.8,177.8,155.0,,,,
Randy Brown,Belal Muhammad,2017-02-11,2,2017,MALE,"Brooklyn, New York, USA",Brooklyn,New York,USA,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,-10.16,-2.0,-15.24,-145.0,26.0,Orthodox,190.5,198.12,170.0,115.0,28.0,Orthodox,180.34,182.88,170.0,,,,
Rick Glenn,Phillipe Nover,2017-02-11,2,2017,MALE,"Brooklyn, New York, USA",Brooklyn,New York,USA,S-DEC,,3.0,900.0,False,Featherweight,3.0,0.0,-7.62,-6.0,5.08,-175.0,27.0,Southpaw,182.88,177.8,145.0,155.0,33.0,Orthodox,175.26,182.88,145.0,,,,
Ryan LaFlare,Roan Carneiro,2017-02-11,2,2017,MALE,"Brooklyn, New York, USA",Brooklyn,New York,USA,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,-5.08,-5.0,0.0,-325.0,33.0,Southpaw,185.42,187.96,170.0,250.0,38.0,Orthodox,180.34,187.96,170.0,,,,
Wilson Reis,Ulka Sasaki,2017-02-11,2,2017,MALE,"Brooklyn, New York, USA",Brooklyn,New York,USA,,,,,False,Flyweight,3.0,0.0,15.24,5.0,15.24,485.0,32.0,Southpaw,162.56,165.1,125.0,-670.0,27.0,Southpaw,177.8,180.34,125.0,5.0,,,
Aiemann Zahabi,Reginaldo Vieira,2017-02-19,2,2017,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,U-DEC,,3.0,900.0,False,Bantamweight,3.0,0.0,-2.54,-5.0,-7.62,-275.0,29.0,Orthodox,172.72,172.72,135.0,235.0,34.0,Orthodox,170.18,165.1,135.0,,,,
Carla Esparza,Randa Markos,2017-02-19,2,2017,FEMALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,S-DEC,,3.0,900.0,False,Women's Strawweight,3.0,0.0,7.62,-2.0,0.0,-260.0,29.0,Orthodox,154.94,160.02,115.0,200.0,31.0,Orthodox,162.56,160.02,115.0,3.0,,,
Derrick Lewis,Travis Browne,2017-02-19,2,2017,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,KO/TKO,Punch,2.0,492.0,False,Heavyweight,5.0,0.0,7.62,-2.0,0.0,-105.0,32.0,Orthodox,190.5,200.66,260.0,-115.0,34.0,Orthodox,198.12,200.66,255.0,8.0,,9.0,
Elias Theodorou,Cezar Ferreira,2017-02-19,2,2017,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,U-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,0.0,-4.0,7.62,-105.0,28.0,Orthodox,185.42,190.5,185.0,-115.0,32.0,Southpaw,185.42,198.12,185.0,,,,
Gerald Meerschaert,Ryan Janes,2017-02-19,2,2017,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,SUB,Armbar,1.0,94.0,False,Middleweight,3.0,0.0,5.08,-6.0,-2.54,-300.0,29.0,Southpaw,185.42,195.58,185.0,250.0,35.0,Orthodox,190.5,193.04,185.0,,,,
Jack Marshman,Thiago Santos,2017-02-19,2,2017,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,KO/TKO,Kick,2.0,441.0,False,Middleweight,3.0,0.0,5.08,-6.0,7.62,145.0,27.0,Orthodox,182.88,185.42,185.0,-165.0,33.0,Orthodox,187.96,193.04,205.0,,,,
Johny Hendricks,Hector Lombard,2017-02-19,2,2017,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,U-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,0.0,-6.0,5.08,110.0,33.0,Southpaw,175.26,175.26,185.0,-130.0,39.0,Southpaw,175.26,180.34,185.0,,,,
Nordine Taleb,Santiago Ponzinibbio,2017-02-19,2,2017,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,-2.54,5.0,-2.54,265.0,35.0,Orthodox,185.42,187.96,170.0,-325.0,30.0,Orthodox,182.88,185.42,170.0,,,,
Paul Felder,Alessandro Ricci,2017-02-19,2,2017,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,,,,,False,Lightweight,3.0,0.0,0.0,-2.0,-2.54,-370.0,32.0,Orthodox,180.34,177.8,155.0,310.0,34.0,Orthodox,180.34,175.26,155.0,,,,
Sam Sicilia,Gavin Tucker,2017-02-19,2,2017,MALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,U-DEC,,3.0,900.0,False,Featherweight,3.0,0.0,-5.08,1.0,-2.54,130.0,31.0,Orthodox,172.72,170.18,145.0,-160.0,30.0,Southpaw,167.64,167.64,145.0,,,,
Sara McMann,Gina Mazany,2017-02-19,2,2017,FEMALE,"Halifax, Nova Scotia, Canada",Halifax,Nova Scotia,Canada,SUB,Arm Triangle,1.0,74.0,False,Women's Bantamweight,3.0,0.0,0.0,8.0,5.08,-800.0,36.0,Orthodox,167.64,167.64,135.0,550.0,28.0,Southpaw,167.64,172.72,135.0,7.0,,,
Albert Morales,Andre Soukhamthath,2017-03-04,3,2017,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,S-DEC,,3.0,900.0,False,Bantamweight,3.0,0.0,0.0,-3.0,-5.08,-150.0,25.0,Orthodox,175.26,182.88,135.0,130.0,28.0,Orthodox,175.26,177.8,135.0,,,,
Alistair Overeem,Mark Hunt,2017-03-04,3,2017,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Knees,3.0,704.0,False,Heavyweight,3.0,0.0,-15.24,-6.0,-20.32,-130.0,36.0,Orthodox,193.04,203.2,265.0,110.0,42.0,Orthodox,177.8,182.88,265.0,3.0,,8.0,
Amanda Cooper,Cynthia Calvillo,2017-03-04,3,2017,FEMALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,Rear Naked Choke,1.0,199.0,False,Women's Strawweight,3.0,0.0,2.54,-4.0,0.0,150.0,25.0,Switch,160.02,162.56,115.0,-170.0,29.0,Orthodox,162.56,162.56,115.0,,,,
Iuri Alcantara,Luke Sanders,2017-03-04,3,2017,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,SUB,Kneebar,2.0,493.0,False,Bantamweight,3.0,0.0,-7.62,5.0,-10.16,130.0,36.0,Southpaw,175.26,180.34,135.0,-150.0,31.0,Southpaw,167.64,170.18,135.0,15.0,,,
Lando Vannata,David Teymur,2017-03-04,3,2017,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,0.0,-3.0,5.08,-360.0,24.0,Orthodox,175.26,180.34,155.0,300.0,27.0,Southpaw,175.26,185.42,155.0,,,,
Marcin Tybura,Luis Henrique,2017-03-04,3,2017,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Punches,3.0,826.0,False,Heavyweight,3.0,0.0,-2.54,8.0,-10.16,-175.0,31.0,Orthodox,190.5,198.12,249.0,155.0,23.0,Orthodox,187.96,187.96,243.0,,,,
Mark Godbeer,Daniel Spitz,2017-03-04,3,2017,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,U-DEC,,3.0,900.0,False,Heavyweight,3.0,0.0,7.62,7.0,12.7,-145.0,33.0,Orthodox,193.04,195.58,240.0,125.0,26.0,Orthodox,200.66,208.28,245.0,,,,
Mirsad Bektic,Darren Elkins,2017-03-04,3,2017,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Kick,3.0,799.0,False,Featherweight,3.0,0.0,5.08,-6.0,2.54,-750.0,26.0,Orthodox,172.72,177.8,145.0,525.0,32.0,Orthodox,177.8,180.34,145.0,13.0,,14.0,
Rashad Evans,Daniel Kelly,2017-03-04,3,2017,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,S-DEC,,3.0,900.0,False,Middleweight,3.0,0.0,0.0,-2.0,-12.7,-245.0,37.0,Orthodox,182.88,190.5,205.0,205.0,39.0,Southpaw,182.88,177.8,185.0,,,,
Tyron Woodley,Stephen Thompson,2017-03-04,3,2017,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,M-DEC,,5.0,1500.0,True,Welterweight,5.0,0.0,7.62,0.0,2.54,120.0,34.0,Orthodox,175.26,187.96,170.0,-140.0,34.0,Orthodox,182.88,190.5,170.0,0.0,9.0,1.0,
Tyson Pedro,Paul Craig,2017-03-04,3,2017,MALE,"Las Vegas, Nevada, USA",Las Vegas,Nevada,USA,KO/TKO,Elbows,1.0,250.0,False,Light Heavyweight,3.0,0.0,0.0,-4.0,-7.62,-140.0,25.0,Orthodox,190.5,200.66,205.0,120.0,29.0,Orthodox,190.5,193.04,205.0,,,,
Alex Oliveira,Tim Means,2017-03-11,3,2017,MALE,"Fortaleza, Ceara, Brazil",Fortaleza,Ceara,Brazil,SUB,Rear Naked Choke,2.0,458.0,False,Welterweight,3.0,0.0,7.62,-4.0,-2.54,175.0,29.0,Orthodox,180.34,193.04,170.0,-210.0,33.0,Orthodox,187.96,190.5,170.0,,,,
Edson Barboza,Beneil Dariush,2017-03-11,3,2017,MALE,"Fortaleza, Ceara, Brazil",Fortaleza,Ceara,Brazil,KO/TKO,Flying Knee,2.0,515.0,False,Lightweight,3.0,0.0,-2.54,4.0,-7.62,-160.0,31.0,Orthodox,180.34,190.5,155.0,140.0,27.0,Southpaw,177.8,182.88,155.0,5.0,,9.0,
Francisco Trinaldo,Kevin Lee,2017-03-11,3,2017,MALE,"Fortaleza, Ceara, Brazil",Fortaleza,Ceara,Brazil,SUB,Rear Naked Choke,2.0,492.0,False,Lightweight,3.0,0.0,0.0,14.0,17.78,150.0,38.0,Southpaw,175.26,177.8,155.0,-170.0,24.0,Orthodox,175.26,195.58,170.0,11.0,,,
Garreth McLellan,Paulo Costa,2017-03-11,3,2017,MALE,"Fortaleza, Ceara, Brazil",Fortaleza,Ceara,Brazil,KO/TKO,Punch,1.0,77.0,False,Middleweight,3.0,0.0,0.0,9.0,0.0,280.0,34.0,Southpaw,185.42,182.88,185.0,-340.0,25.0,Orthodox,185.42,182.88,185.0,,,,
Jussier Formiga,Ray Borg,2017-03-11,3,2017,MALE,"Fortaleza, Ceara, Brazil",Fortaleza,Ceara,Brazil,U-DEC,,3.0,900.0,False,Flyweight,3.0,0.0,-2.54,8.0,-10.16,110.0,31.0,Orthodox,165.1,170.18,125.0,-130.0,23.0,Orthodox,162.56,160.02,135.0,3.0,,8.0,
Mauricio Rua,Gian Villante,2017-03-11,3,2017,MALE,"Fortaleza, Ceara, Brazil",Fortaleza,Ceara,Brazil,KO/TKO,Punch,3.0,659.0,False,Light Heavyweight,3.0,0.0,5.08,4.0,0.0,-155.0,35.0,Orthodox,185.42,193.04,205.0,135.0,31.0,Orthodox,190.5,193.04,205.0,6.0,,12.0,
Michel Prazeres,Joshua Burkman,2017-03-11,3,2017,MALE,"Fortaleza, Ceara, Brazil",Fortaleza,Ceara,Brazil,SUB,North-South Choke,1.0,102.0,False,Lightweight,3.0,0.0,10.16,-1.0,12.7,-300.0,35.0,Orthodox,167.64,170.18,170.0,250.0,36.0,Orthodox,177.8,182.88,170.0,,,,
Rani Yahya,Joe Soto,2017-03-11,3,2017,MALE,"Fortaleza, Ceara, Brazil",Fortaleza,Ceara,Brazil,U-DEC,,3.0,900.0,False,Bantamweight,3.0,0.0,0.0,3.0,-5.08,-240.0,32.0,Orthodox,167.64,170.18,135.0,200.0,29.0,Orthodox,167.64,165.1,135.0,14.0,,,
Rony Jason,Jeremy Kennedy,2017-03-11,3,2017,MALE,"Fortaleza, Ceara, Brazil",Fortaleza,Ceara,Brazil,U-DEC,,3.0,900.0,False,Featherweight,3.0,0.0,10.16,8.0,2.54,105.0,32.0,Orthodox,170.18,177.8,145.0,-125.0,24.0,Orthodox,180.34,180.34,145.0,,,,
Sergio Moraes,Davi Ramos,2017-03-11,3,2017,MALE,"Fortaleza, Ceara, Brazil",Fortaleza,Ceara,Brazil,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,-15.24,4.0,-5.08,-200.0,34.0,Orthodox,182.88,182.88,170.0,170.0,30.0,Orthodox,167.64,177.8,155.0,,,,
Arnold Allen,Makwan Amirkhani,2017-03-18,3,2017,MALE,"London, England, United Kingdom",London,England,United Kingdom,S-DEC,,3.0,900.0,False,Featherweight,3.0,0.0,5.08,-5.0,5.08,-115.0,23.0,Southpaw,172.72,177.8,145.0,-105.0,28.0,Southpaw,177.8,182.88,145.0,,,,
Brad Pickett,Marlon Vera,2017-03-18,3,2017,MALE,"London, England, United Kingdom",London,England,United Kingdom,KO/TKO,Kick,3.0,830.0,False,Catch Weight,3.0,0.0,5.08,14.0,5.08,-150.0,38.0,Orthodox,167.64,172.72,135.0,130.0,24.0,Switch,172.72,177.8,135.0,,,,
Bradley Scott,Scott Askham,2017-03-18,3,2017,MALE,"London, England, United Kingdom",London,England,United Kingdom,,,,,False,Middleweight,3.0,0.0,5.08,-1.0,-2.54,135.0,27.0,Orthodox,185.42,193.04,170.0,-155.0,28.0,Southpaw,190.5,190.5,185.0,,,,
Daniel Omielanczuk,Tim Johnson,2017-03-18,3,2017,MALE,"London, England, United Kingdom",London,England,United Kingdom,,,,,False,Heavyweight,3.0,0.0,7.62,2.0,7.62,170.0,34.0,Southpaw,182.88,187.96,247.0,-200.0,32.0,Southpaw,190.5,195.58,265.0,15.0,,12.0,
Darren Stewart,Francimar Barroso,2017-03-18,3,2017,MALE,"London, England, United Kingdom",London,England,United Kingdom,U-DEC,,3.0,900.0,False,Light Heavyweight,3.0,0.0,2.54,-11.0,2.54,-210.0,26.0,Orthodox,182.88,187.96,185.0,175.0,37.0,Orthodox,185.42,190.5,205.0,,,,
Gunnar Nelson,Alan Jouban,2017-03-18,3,2017,MALE,"London, England, United Kingdom",London,England,United Kingdom,SUB,Guillotine Choke,2.0,346.0,False,Welterweight,3.0,0.0,2.54,-7.0,2.54,-335.0,28.0,Switch,180.34,182.88,170.0,275.0,35.0,Southpaw,182.88,185.42,170.0,9.0,,,
Jimi Manuwa,Corey Anderson,2017-03-18,3,2017,MALE,"London, England, United Kingdom",London,England,United Kingdom,KO/TKO,Punch,1.0,185.0,False,Light Heavyweight,3.0,0.0,5.08,10.0,0.0,-145.0,37.0,Orthodox,185.42,200.66,205.0,125.0,27.0,Orthodox,190.5,200.66,205.0,4.0,,6.0,
Joe Duffy,Reza Madadi,2017-03-18,3,2017,MALE,"London, England, United Kingdom",London,England,United Kingdom,U-DEC,,3.0,900.0,False,Lightweight,3.0,0.0,2.54,-9.0,-2.54,-550.0,29.0,Orthodox,177.8,185.42,155.0,425.0,38.0,Orthodox,180.34,182.88,155.0,,,,
Leon Edwards,Vicente Luque,2017-03-18,3,2017,MALE,"London, England, United Kingdom",London,England,United Kingdom,U-DEC,,3.0,900.0,False,Welterweight,3.0,0.0,-2.54,0.0,2.54,100.0,25.0,Southpaw,182.88,187.96,170.0,-120.0,25.0,Orthodox,180.34,190.5,170.0,,,,
